Molecule,Canonical_Smiles,category
CHEMBL3688706,NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c3cc(NC(=O)c4ncc(Cl)cc4Cl)ccc3Cl,Asp
CHEMBL3972178,COc1ccc(cc1F)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N,Asp
CHEMBL3662656,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@H]3C[C@@H]2[C@@H]4C[C@H]34)C#N)c5ccc(nc5)C#N,Cys
CHEMBL3677270,NC1=N[C@]2(c3cc(ccc3Oc4c(F)cc(cc24)c5ccnc(F)c5)c6cccnc6F)c7nccn17,Asp
CHEMBL3650849,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]4(COC(=N4)N)C15CC5,Asp
CHEMBL3690086,CC#CCOc1cnc(cn1)C(=O)Nc2cccc(c2)C3(C)CC(=O)N(C)C(=N3)N,Asp
CHEMBL3693235,NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c3cc(NC(=O)c4ncc(Cl)cc4CO)ccc3F,Asp
CHEMBL3662686,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)c4cnc(s4)C5CC5,Cys
CHEMBL3662703,OCCN1CCN(CC1)c2ccc(C[C@H](NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)c(F)c2,Cys
CHEMBL3662713,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)c4ccc(cc4)C(=O)NC5CCOCC5,Cys
CHEMBL3662579,Cc1c(cnn1C)c2ccc(CC(NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)c(F)c2,Cys
CHEMBL3662582,CC(C)n1cc(cn1)c2ccc(CC(NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)c(F)c2,Cys
CHEMBL3662589,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)c4ccccc4,Cys
CHEMBL3662599,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)c4ccsc4C#N,Cys
CHEMBL3915086,COCCN1C(=NC2(C1=O)c3cc(ccc3CC24CCC(CC4)OC)C#N)N,Asp
CHEMBL3915646,COc1cnc(cn1)C(=O)Nc2cc(F)c(F)c(c2)[C@]3(C)C[C@H](OC(=N3)N)C(F)(F)F,Asp
CHEMBL1837061,Clc1ccc(cc1)S(=O)(=O)N2C3CC(CC2c4cn[nH]c4C3)c5csnn5,Asp
CHEMBL3653695,CC#Cc1cncc(c1)c2ccc3CC4(CCC(F)(F)CC4)C5(N=C(C)C(=N5)N)c3c2,Asp
CHEMBL3890516,COC1CCC2(CC1)Cc3ccc(OCC4CC4)cc3C25N=C(N)N(C(C)C)C5=O,Asp
CHEMBL3965117,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(C)C4=O)c5cccc(Cl)c5,Asp
CHEMBL3952064,C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)N,Asp
CHEMBL3910073,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F,Asp
CHEMBL3935512,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(NC(=O)c3cnc(OCC#C)cn3)cnc2F,Asp
CHEMBL3975793,NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c2cc(NC(=O)c3ccc(cn3)C#CC4CC4)ccc2F,Asp
CHEMBL3961329,NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c2cc(NC(=O)c3ncc(cc3Cl)C(F)(F)F)ccc2F,Asp
CHEMBL570556,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC2(CCOCC2)c3cccc(c3)C(C)(C)C,Asp
CHEMBL4107132,COc1ccc2C(=O)N[C@@H](Cc3ccc(OC\C=C\CCc2c1)c(Cl)c3)C(=O)NC4(CC4)C#N,Cys
CHEMBL3695337,CS(=O)(=O)c1cccc(c1)c2ccc(C[C@H](NC(=O)[C@H]3NC4CCC3CC4)C#N)cc2,Cys
CHEMBL3922042,CCOc1ccc2CC3(CCc4ccccc4CC3)C5(NC(N)N(C(C)C)C5=O)c2c1,Asp
CHEMBL3961892,CC#Cc1ccc2OC3(CCc4ccccc4CC3)C5(N=C(N)N(C)C5=O)c2c1,Asp
CHEMBL4109723,NC1=N[C@]2(c3cc(ccc3Oc4c(F)cc(cc24)[N+]5=CCC(F)(F)CC5)c6cccnc6F)c7nccn17,Asp
CHEMBL3656168,CCOC1CCC2(CC1)Cc3ccc(cc3C24CC(=N)N(C)O4)c5cccc(c5)[N+]#[C-],Asp
CHEMBL3670329,Cc1c(oc2ccc(Br)cc12)C(=O)Nc3ccc(F)c(c3)[C@]4(C)C=CSC(=N4)N,Asp
CHEMBL3670332,COc1cnc(cn1)C(=O)Nc2cnc(C)c(c2)[C@]3(C)CC(=C)SC(=N3)N,Asp
CHEMBL3642627,CC1(CCSC(=N1)N)c2cccc(NC(=O)c3ccc(Cl)cn3)c2,Asp
CHEMBL3662576,CN1C(=O)Cc2ccc(cc12)c3cc(F)c(CC(NC(=O)[C@H]4N[C@@H]5CC[C@H]4C5)C#N)c(F)c3,Cys
CHEMBL3931128,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F,Asp
CHEMBL3902541,C[C@H]1C[C@H]2CSC(=NC2(CO1)c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)N,Asp
CHEMBL3920632,C[C@H]1C[C@H]2CSC(=NC2(CO1)c3nc(NC(=O)c4ccc(cn4)C#N)cs3)N,Asp
CHEMBL436834,Fc1ccc(F)c(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c3ccc(Cl)cc3)c1,Asp
CHEMBL250624,Clc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)C#N)[C@@H]3CCCCNC3=O,Asp
CHEMBL250200,CN(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c3ccc(Cl)cc3)cc1,Asp
CHEMBL3912808,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(NC(=O)c3ccc(OCC#C)cn3)ccc2F,Asp
CHEMBL3983379,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(NC(=O)c4ccc(cn4)C(F)(F)F)cc3C25N=C(C)C(=N5)N,Asp
CHEMBL3926999,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(CC5CCCO5)C4=O)C#N,Asp
CHEMBL3683851,NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c3cc(NC(=O)c4cnc(OCC#C)cn4)ccc3F,Asp
CHEMBL3669128,CN(C)CCCOc1ccc(cc1C(F)(F)F)c2cc3c(nnn3C)c(n2)C#N,Cys
CHEMBL3656140,COC1CCC2(CC1)Cc3ccc(cc3C24ON(C)C(=N4)N)c5cc(C)cc(C)c5,Asp
CHEMBL3667318,CC(C)(C)N1CCN(CC1)c2ccc(C[C@H](NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)c(F)c2,Cys
CHEMBL3653511,Cc1cc(Br)cnc1C(=O)Nc2ccc(F)c(c2)[C@@]3(COCC(=N3)N)C(F)F,Asp
CHEMBL3971546,Cn1cnc2c(nc(nc12)C#N)c3ccc(OCCC4CCN(CC#N)CC4)c(c3)C(F)(F)F,Cys
CHEMBL3651516,FC(F)(F)CNC(=O)c1cnc(nc1N2CC[C@@H](C2)S(=O)(=O)c3ccc(cc3Cl)n4ccnc4)C#N,Cys
CHEMBL3651515,FC(F)(F)CN1Cc2nc(nc(N3CC[C@@H](C3)S(=O)(=O)c4ccc(cc4Cl)n5cccn5)c2C1)C#N,Cys
CHEMBL3651512,Fc1ccc(cc1)C2(CC2)NC(=O)c3cnc(nc3N4CC[C@@H](C4)S(=O)(=O)c5cccc(Cl)c5Cl)C#N,Cys
CHEMBL3970753,COc1ccc(nc1)C(=O)Nc2ccc3Oc4c(F)nc(cc4C5(CCSC(=N5)N)c3c2)c6ccnc(F)c6,Asp
CHEMBL3891377,COC1CCC2(CC1)Cc3ccc(cc3C24ON(C)C(=N4)N)C#Cc5ccccc5,Asp
CHEMBL4113132,COC(=O)NCCOc1cc(cc2ccccc12)C(C)N(C3CC3)C(=O)[C@H]4CNCCO4,Asp
CHEMBL3653419,NC1=NC(CF)(COC1)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F,Asp
CHEMBL3653451,NC1=N[C@](COC1)(C(F)F)c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F,Asp
CHEMBL3903080,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(C(C)C)C4=O)c5cncc(c5)C#CC,Asp
CHEMBL3658592,CN1C(=O)Cc2cc(ccc12)c3ccc(C[C@H](NC(=O)[C@H]4N[C@@H]5CC[C@H]4C5)C#N)cc3,Cys
CHEMBL3658594,CC(C)N1C(=O)Cc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@H]4N[C@@H]5CC[C@H]4C5)C#N)cc3,Cys
CHEMBL3903780,Clc1ccc2OCCCCOc3ccc(C[C@H](NC(=O)c2c1)C(=O)NC4(CC4)C#N)cc3Cl,Cys
CHEMBL3947739,CN1OC2(N=C1N)c3cc(Br)ccc3CC24CCc5noc(C)c5C4,Asp
CHEMBL2408921,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNS(=O)(=O)c2ccc(F)cc2,Cys
CHEMBL4078089,CC(C)N1CCN(CC#Cc2ccc(CN(CC(C)(C)C)c3ccnc(n3)C#N)cc2)CC1,Cys
CHEMBL3639482,CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCCc5ccc6ccccc6c5,Cys
CHEMBL3944327,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(C)C4=O)c5cnccn5,Asp
CHEMBL3926156,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc2cc(F)c(F)c(c2)[C@]3(C)C[C@H](OC(=N3)N)C(F)(F)F,Asp
CHEMBL3653418,NC1=NC(CF)(COC1)c2cc(NC(=O)c3ccc(Br)cn3)ccc2F,Asp
CHEMBL4107971,COCCCn1nc(C)c2c(Cl)cc(cc12)[C@@H](C)N(C3CC3)C(=O)[C@H]4CNCCN4,Asp
CHEMBL3653423,Cc1cc(Br)cnc1C(=O)Nc2ccc(F)c(c2)[C@]3(CF)COCC(=N3)N,Asp
CHEMBL3653427,NC1=N[C@](CCOC1)(C(F)F)c2cc(NC(=O)c3ccc(Br)cn3)ccc2F,Asp
CHEMBL3672685,CC(C)COc1ccc2C[C@@]3(CC[C@H](O)CC3)[C@@]4(N=C(C)C(=N4)N)c2c1,Asp
CHEMBL3897052,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(C)C4=O)c5ccc(F)c(c5)C#N,Asp
CHEMBL2396778,Fc1cc2N([C@H](C3CC3)c4c[nH]nc4c2cc1F)S(=O)(=O)c5ccc(cc5)C(F)(F)F,Asp
CHEMBL2396776,C[C@H]1N(c2cc(F)c(F)cc2c3n[nH]cc13)S(=O)(=O)c4ccc(cc4)C(F)(F)F,Asp
CHEMBL3900039,CN1CCC[C@H]1C(=O)N2CCC(CCOc3ccc(cc3C(F)(F)F)c4nc(nc5c4ccn5CC6CCOC6)C#N)CC2,Cys
CHEMBL3967984,C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ccc(Cl)cn4)cs3)N,Asp
CHEMBL3905535,COc1ccc(nc1)C(=O)Nc2cccc(c2)[C@]3(CF)C[C@H](OC(=N3)N)C(F)(F)F,Asp
CHEMBL3950477,COc1ccc(nc1)C(=O)Nc2ccc3Oc4c(F)nc(cc4C5(CCSC(=N5)N)c3c2)C6=CCCOC6,Asp
CHEMBL3894188,COc1cnc(cn1)C(=O)Nc2ccc3Oc4c(F)nc(cc4C5(CCSC(=N5)N)c3c2)c6ccnc(F)c6,Asp
CHEMBL2431433,COc1cc(ccc1n2cnc(C)c2)c3noc4C(CCCc34)Nc5ccc(F)cc5,Asp
CHEMBL3658494,CS(=O)(=O)N1CCN(CC1)c2ccc(C[C@H](NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)cc2,Cys
CHEMBL3667394,CN1CCC(CC1)N2C(=O)Cc3ccc(cc23)c4ccc(C[C@H](NC(=O)[C@H]5N[C@@H]6CC[C@H]5C6)C#N)c(F)c4,Cys
CHEMBL3948988,CN1CCC[C@H]1C(=O)N2CC[C@@H](C2)OCCOc3ncc(cc3C(F)(F)F)c4nc(nc5c4ccn5C)C#N,Cys
CHEMBL3086724,C[C@@H](C(=O)Nc1ccc(cc1)c2ccnc(C)c2)c3cccc(c3)c4ccc(cc4)N5CCOCC5,Asp
CHEMBL3900882,Cc1cc(C(=O)Nc2ccc(F)c(c2)[C@]3(C)C=CSC(=N3)N)n(C)c1,Asp
CHEMBL3907727,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(OC)cc(c5)C#N,Asp
CHEMBL3653410,C[C@@H]1OC[C@@](N=C1N)(C(F)F)c2cc(NC(=O)c3ccc(Br)cn3)ccc2F,Asp
CHEMBL4109947,COCCCn1nc(C)c2ccc(cc12)[C@@H](C)N(C3CC3)C(=O)[C@H]4CNCCO4,Asp
CHEMBL3924244,COC1CCC2(CC1)Cc3ccc(cc3C24N=C(N)N(Cc5cnc6ccccc6n5)C4=O)C#CC7CC7,Asp
CHEMBL3670330,COc1cnc(cn1)C(=O)Nc2cnc(Cl)c(c2)[C@]3(C)CC(=C)SC(=N3)N,Asp
CHEMBL4085364,[2H]C1([2H])OC(=N[C@]12c3cc(ccc3C[C@@]24C[C@@H](C)[C@H](OC)[C@@H](C)C4)c5cncnc5)N,Asp
CHEMBL3917597,Cc1cc(Br)cnc1C(=O)Nc2ccc3Oc4c(F)nc(cc4C5(CCSC(=N5)N)c3c2)C6=CCOCC6,Asp
CHEMBL3906323,CN1C(=NC2(C1=O)c3cc(CCC4CC4)ccc3OC25CCc6ccccc6CC5)N,Asp
CHEMBL3688632,Cc1cc(cnc1C(=O)Nc2ccc(F)c(c2)[C@@]3(CF)N=C(N)O[C@@H]4C[C@H]34)C(F)F,Asp
CHEMBL3688640,Cc1cc(OC(F)F)cnc1C(=O)Nc2ccc(Cl)c(c2)C3(N=C(N)O[C@@H]4C[C@H]34)C(F)F,Asp
CHEMBL4110164,CO[C@H]1[C@H](C)C[C@]2(C[C@@H]1C)Cc3ccc(cc3[C@]24N=C(N)N(CC(C)(C)F)C4=O)C#N,Asp
CHEMBL3936780,COC1CCC2(CC1)Cc3ccc(OC4CC4)cc3C25N=C(N)N(C)C5=O,Asp
CHEMBL3683878,NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c3cc(NC(=O)c4ncc(cc4Cl)C#N)ccc3Cl,Asp
CHEMBL3949245,NC1=NC2(CCO1)c3cc(NC(=O)c4cnc(Cl)cn4)ccc3Oc5c(F)nc(cc25)c6cncc(F)c6,Asp
CHEMBL3908041,NC1=NC2(CCO1)c3cc(NC(=O)c4cnc(F)cn4)ccc3Oc5c(F)nc(cc25)c6cccnc6,Asp
CHEMBL3683795,CC#CCOc1cnc(cn1)C(=O)Nc2cc(F)c(F)c(c2)[C@@]3(CF)N=C(N)O[C@@H]4C[C@H]34,Asp
CHEMBL3608390,COc1cc(cnc1n2cnc(C)c2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O,Asp
CHEMBL3608391,Cc1cn(cn1)c2ncc(s2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O,Asp
CHEMBL3609638,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)cc(F)cc5N(CC(F)(F)F)C4=O,Asp
CHEMBL3683813,Cc1nc(Cl)cnc1C(=O)Nc2ccc(F)c(c2)[C@@]3(N=C(N)O[C@H]4C[C@@H]34)C(F)F,Asp
CHEMBL3667385,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)C4CCN(CC4)C5CCOC5,Cys
CHEMBL4112862,CO[C@H]1[C@H](C)C[C@]2(C[C@@H]1C)Cc3ccc(cc3[C@]24N=C(N)N(C5COC5)C4=O)C#N,Asp
CHEMBL3394943,Cc1cn(cn1)C2=CC=C3N(CCN(Cc4cn(C)c5ccc(c(F)c45)C(F)(F)F)C3=O)C2=O,Asp
CHEMBL3394934,CCn1cc(CN2CCN3C(=O)C(=CC=C3C2=O)n4cnc(C)c4)c5cc(ccc15)C(F)(F)F,Asp
CHEMBL3352824,COc1cc(ccc1n2cnc(C)c2)c3nc(Nc4cc(ccc4F)C(F)(F)F)n(C)n3,Asp
CHEMBL3913262,NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c3cccc(c3)C#N)c4ccc(F)cc4F,Asp
CHEMBL3608385,Cc1cn(cn1)c2ccc(cc2OCC(F)(F)F)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O,Asp
CHEMBL1837044,Clc1ccc(s1)S(=O)(=O)N2C3CC(CC2c4cn[nH]c4C3)c5ccccc5,Asp
CHEMBL3357668,C[C@]12CCCO[C@@H]1[C@]3(CSC(=N3)N)c4cc(ccc4O2)c5cc(F)cc(Cl)c5,Asp
CHEMBL3357670,C[C@]12CCCO[C@@H]1[C@]3(CSC(=N3)N)c4cc(ccc4O2)c5cccc(c5)C#N,Asp
CHEMBL3645160,CC(C)COc1cnc(cn1)C(=O)Nc2cccc(c2)[C@]3(C)CCSC(=N3)N,Asp
CHEMBL1770159,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CN(C)C,Asp
CHEMBL1770883,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CCO,Asp
CHEMBL1770886,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CN3CCCC3,Asp
CHEMBL1770890,CC(C)(CN1CCCC1)n2cnc(NC(=O)[C@@H](NC(=O)Cc3cc(F)cc(F)c3)c4ccccc4)c2,Asp
CHEMBL1770905,CCC[C@H](NC1CCc2ccccc2C1)C(=O)Nc3cn(cn3)C(C)(C)CN4CCCC4,Asp
CHEMBL3545059,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC.COCCCOc2cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc2OC.OC(=O)\C=C\C(=O)O,Asp
CHEMBL1770757,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(CCN3CCCC3)cn2,Asp
CHEMBL3915238,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(N)N(CC(=O)N)C4=O)C#CC5CC5,Asp
CHEMBL2396952,Fc1cccc2[C@H]3Cc4n[nH]cc4[C@H](N3S(=O)(=O)c5ccc(cc5)C(F)(F)F)c12,Asp
CHEMBL1770907,CCC[C@H](NC1CCc2cc(Cl)ccc2C1)C(=O)Nc3cn(cn3)C(C)(C)CN4CCCC4,Asp
CHEMBL3905742,CC(C)(O)c1nc(ncc1F)N2C[C@H]3CSC(=N[C@]3(C2)c4cccnc4)N,Asp
CHEMBL3937129,Cn1cnc2c(nc(nc12)C#N)c3ccc(OCCC4CCNCC4)c(c3)C(F)(F)F,Cys
CHEMBL2396775,C[C@H]1N(c2ccc(F)cc2c3n[nH]cc13)S(=O)(=O)c4ccc(F)cc4,Asp
CHEMBL463981,OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F,Asp
CHEMBL3896488,CN(C)C(=O)CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3nc(nc4c3ccn4CC5CCCO5)C#N)CC1,Cys
CHEMBL3899258,CC(C)N1CCC[C@H]1C(=O)N2CCC(COc3ncc(cc3C(F)(F)F)c4nc(nc5c4ccn5C)C#N)CC2,Cys
CHEMBL3688776,NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c3cc(Nc4ncnc5cc(Cl)cnc45)ccc3F,Asp
CHEMBL3702582,CS(=O)(=O)c1ccc(cc1C#N)c2ccc(C[C@H](NC(=O)C34CCC(CC3)CN4)C#N)c(F)c2,Cys
CHEMBL1837042,FC(F)(F)c1ccc(cc1)S(=O)(=O)N2C3CC(CC2c4cn[nH]c4C3)c5ccccc5,Asp
CHEMBL3702592,CN1C(=O)Cc2ccc(cc12)c3ccc(C[C@H](NC(=O)C45CCC(CC4)CN5)C#N)c(F)c3,Cys
CHEMBL3894277,COC1CCC2(CC1)Cc3ccc(F)cc3C24N=C(N)N(C)C4=O,Asp
CHEMBL3906436,COC1CCC2(CC1)Cc3ccc(cc3C24ON(C)C(=N4)N)c5cncs5,Asp
CHEMBL3639550,CN1OC2(N=C1N)c3cc(ccc3CC24CCc5ccccc5CC4)c6ccc(F)c(Cl)c6,Asp
CHEMBL3261057,Cc1cc(on1)[C@H]2CC3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N,Asp
CHEMBL3910995,CCCc1cncc(c1)c2ccc3CC4(CCC(CC4)OC)C5(N=C(N)N(C(C)C)C5=O)c3c2,Asp
CHEMBL3892989,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(Nc3nccc4cc(cnc34)C#N)cnc2F,Asp
CHEMBL2180386,COc1cc(\C=C\2/CCCN3CC(Cc4ccccc4)ON=C23)ccc1n5cnc(C)c5,Asp
CHEMBL1770897,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CNCc3ccccc3,Asp
CHEMBL570016,Clc1ccc(cc1)S(=O)(=O)N2Cc3c[nH]nc3c4ccccc24,Asp
CHEMBL1770760,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CC(=O)OC,Asp
CHEMBL1770885,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CN3CCCC3,Asp
CHEMBL3667310,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)C#N)c4cnn(C[C@H]5CCCO5)c4,Cys
CHEMBL1770898,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CNCC(C)(C)C,Asp
CHEMBL3347415,COc1cc(Nc2nc3N(CCC4CC4)CCCn3n2)ccc1n5cnc(C)c5,Asp
CHEMBL3347479,COc1cc(Nc2nc3N(Cc4ccccc4C(F)(F)F)C(=O)CCn3n2)ccc1n5cnc(C)n5,Asp
CHEMBL3667345,Fc1cc2c(NC(=O)c3cc(CC(NC(=O)[C@H]4N[C@@H]5CC[C@H]4C5)C#N)ccc23)c(F)c1F,Cys
CHEMBL2180389,COc1cc(\C=C\2/CCCN3C[C@@H](ON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,Asp
CHEMBL2179954,COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(OC)c(F)c4)ccc1n5cnc(C)c5,Asp
CHEMBL1950535,COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,Asp
CHEMBL57525,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC2CCCCC2)C(=O)N(C)Cc3ccccc3,Asp
CHEMBL3662520,Fc1cc(ccc1C[C@H](NC(=O)[C@H]2C[C@@H]3CC[C@H]2C3)C#N)n4cc(nn4)c5ccc6[nH]ccc6c5,Cys
CHEMBL4109808,COCCCOc1ccc(cc1OCCCOC)[C@@H](C)N(C2CC2)C(=O)[C@H]3CNCCO3,Asp
CHEMBL3899867,CO[C@H]1[C@H](C)C[C@]2(C[C@@H]1C)Cc3ccc(cc3[C@@]24N=C(C)C(=N4)N)c5cncc(F)c5,Asp
CHEMBL4109316,CCc1cc(cc(CCCNC(=O)OC)n1)[C@@H](C)N(C2CC2)C(=O)[C@H]3CNCCO3,Asp
CHEMBL3695735,CN1C(=N[C@]2(C1=O)c3cc(ccc3Oc4c(F)cc(cc24)C5=CCOCC5)c6cccc(Cl)c6)N,Asp
CHEMBL3658512,CNS(=O)(=O)c1ccc(cc1)c2ccc(C[C@H](NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)cc2,Cys
CHEMBL3658521,COc1ccc(cc1)c2ccc(C[C@H](NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)C#N)cc2,Cys
CHEMBL3915277,COc1cnc(C(=O)Nc2cnc(F)c(c2)[C@]3(C)C[C@H](OC(=N3)N)C(F)(F)F)c(Cl)c1,Asp
CHEMBL3982006,C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(Nc3ncnc4cc(cnc34)C#N)cnc2F,Asp
CHEMBL1770891,COC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(cn2)C(C)(C)CN3CCCC3,Asp
CHEMBL3672725,CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Cl)c5,Asp
CHEMBL1770755,CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc2cn(CC(=O)OC)cn2,Asp
CHEMBL4115171,Fc1ccc2OC\C=C\COc3ccc(C[C@H](NC(=O)c2c1)C(=O)NC4(CC4)C#N)cc3Cl,Cys
CHEMBL4112499,Clc1ccc2C(=O)N[C@@H](Cc3ccc(OC\C=C\COc2c1)c(Cl)c3)C(=O)NC4(CC4)C#N,Cys
CHEMBL4109426,FC(F)(F)c1ccc2OC\C=C\COc3ccc(C[C@H](NC(=O)c2c1)C(=O)NC4(CC4)C#N)cc3Cl,Cys
CHEMBL4107237,Clc1cc2C[C@H](NC(=O)c3cc(ccc3OC\C=C\COc1cc2)C4CNC4)C(=O)NC5(CC5)C#N,Cys
CHEMBL3926112,Cc1cc(cnc1C(=O)Nc2ccc(F)c(n2)[C@]3(C)C[C@H](OC(=N3)N)C(F)(F)F)C#N,Asp
CHEMBL3703236,NC1=NC2(CO1)c3cc(NC(=O)c4ccc(F)cn4)ccc3OCC25CC5,Asp
CHEMBL240070,CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCO)CC4,Asp
CHEMBL3769926,Cc1cn(cn1)c2ccc3Nc4nc(Cc5ccccc5)ccc4C(=O)Nc3c2,Asp
CHEMBL4113098,CN1C(=N[C@@]2(C1=O)c3cc(OCC4CC4)ccc3CC25CCc6ccccc6CC5)N,Asp
CHEMBL3907226,CC(C)N1C(N)NC2(C1=O)c3cc(OCC4CC4)ccc3CC25CCc6ccccc6CC5,Asp
CHEMBL3688638,NC1=N[C@@](CF)([C@H]2C[C@H]2O1)c3cc(NC(=O)c4nn(cc4Cl)C(F)F)cnc3F,Asp
CHEMBL3629739,Fc1ccc(F)c2c1OC[C@H]3C4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)COC4,Asp
