Molecule;Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CHEMBL4102969;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCc4ccccc4)cc3)C(=O)NN5CCCCC5;Ki;6.28;8.2;535.48;6.86
CHEMBL3109746;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4ccc(cc4)C(F)(F)F;Ki;18.5;7.73;434.46;4.59
CHEMBL3109777;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCc3ccncc3)c(c2)c4ccc(Cl)cc4;Ki;58.7;7.23;437.93;4.41
CHEMBL4085407;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCCC[C@H]4N;Ki;0.52;9.28;619.49;5.82
CHEMBL270546;CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(OCc5ccccc5)ccc24)C1(C)C;Ki;33;7.48;445.6;6.51
CHEMBL158784;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;25;7.6;487.41;4.76
CHEMBL558598;Cl.Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;25;7.6;500.26;5.94
CHEMBL267227;CCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;47.6;7.32;314.47;5.74
CHEMBL3983340;;EC50;10;8;;
CHEMBL3985485;;EC50;15;7.82;;
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;1.1;8.96;463.8;5.94
CHEMBL527031;COc1cccc2c3C(=O)N(C=Cc3n(CCN4CCOCC4)c12)[C@H]5[C@@]6(C)CC[C@H](C6)C5(C)C;Ki;16;7.8;463.62;4.68
CHEMBL2296780;[O-][N+](=O)c1ccc2c(CCCc3c(nn(c23)c4ccc(Cl)cc4Cl)C(=O)NN5CCCCC5)c1;Ki;62.95;7.2;500.39;5.37
CHEMBL2296782;Cc1c(nn(CCCCCCl)c1c2ccccc2)C(=O)Nc3ccc(cc3)c4ccsc4;Ki;19.82;7.7;464.03;7.25
CHEMBL3963221;COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1;EC50;91.4;7.04;360.45;3.07
CHEMBL3961453;CNC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C2CC2)c(OCC3CCOCC3)n1;EC50;74.9;7.13;403.52;2.65
CHEMBL2296786;COc1ccc(cc1)c2c(F)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;18.2;7.74;463.34;5.12
CHEMBL4096928;Fc1ccc(c(F)c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;18;7.75;358.78;5.93
CHEMBL3758338;CC(C)CC(=O)N1CCC(CC1)NC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;Ki;28.9;7.54;547.91;6.57
CHEMBL4062749;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@@H]4O;Ki;0.027;10.57;620.48;5.85
CHEMBL4093165;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;Ki;0.22;9.66;682.43;7.97
CHEMBL4065097;CCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.8;8.74;551.5;5.4
CHEMBL3939540;COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6cnnn6)cc1;EC50;6;8.22;643.53;5.25
CHEMBL3915676;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccc6;EC50;17;7.77;598.49;5.98
CHEMBL3758877;;EC50;19.6;7.71;;
CHEMBL4101222;CCCCCn1nc(C(=O)N[C@@H](C(C)C)C(=O)N)c2ccccc12;EC50;2.1;8.68;330.43;2.47
CHEMBL4064299;Clc1ccc(NC(=O)Nc2cccc(c2)c3ccc4OCOc4c3)cc1;IC50;70;7.16;366.8;5.38
CHEMBL3341861;;IC50;50;7.3;;
CHEMBL4095223;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;Ki;0.1;10;619.49;6.34
CHEMBL4086535;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;Ki;0.32;9.49;555.43;7.01
CHEMBL4090706;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@H]4O;Ki;0.3;9.52;620.48;5.85
CHEMBL4086756;Clc1ccc(NC(=O)Nc2cccc(c2)c3ccc(Cl)c(Cl)c3)cc1;IC50;30;7.52;391.69;6.96
CHEMBL3758753;CCS(=O)(=O)N1CCC(CC1)NC(=O)c2nn(c(c2C)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;Ki;44.4;7.35;555.92;5.35
CHEMBL4087520;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1;9;605.47;5.95
CHEMBL4093165;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;IC50;0.631;9.2;682.43;7.97
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;12;7.92;426.52;4.6
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;45;7.35;426.52;4.6
CHEMBL4072418;CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;IC50;79.43;7.1;647.55;6.42
CHEMBL4068853;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(C)(C)C)cc3)C(=O)NN4CCCCC4;Ki;0.5012;9.3;593.58;6.43
CHEMBL4100882;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCC[C@H](O)C4;Ki;0.1;10;620.48;5.85
CHEMBL4066563;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(nc4)C(F)(F)F;Ki;0.3162;9.5;667.42;7.48
CHEMBL4067800;CCCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;0.18;9.74;565.52;5.79
CHEMBL4097041;CC(C)[C@H](NC(=O)c1nn(CC2CCCCC2)c3ccccc13)C(=O)N;EC50;2.1;8.68;356.47;2.86
CHEMBL3914978;Cc1onc(n1)[C@H](CC2CC2)NC(=O)c3ccc(C4CC4)c(Cc5ccc(F)cc5)n3;EC50;13.6;7.87;420.49;4.65
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;12;7.92;463.8;5.94
CHEMBL220360;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CHEMBL2436756;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)C5CCCCC5)c6ccccc6Cl;Ki;3.35;8.47;549.51;6.45
CHEMBL4072418;CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;Ki;3.3;8.48;647.55;6.42
CHEMBL4066563;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(nc4)C(F)(F)F;IC50;2.2;8.66;667.42;7.48
CHEMBL4089821;Cc1ccc(NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4)nc1;IC50;1.585;8.8;613.45;6.77
CHEMBL4089126;Clc1ccc(NC(=O)Nc2cccc(c2)c3ccccn3)cc1;IC50;47;7.33;323.78;5.05
CHEMBL4070648;Clc1ccc(NC(=O)Nc2cccc(c2)c3ccccc3)cc1;IC50;32;7.5;322.8;5.65
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;52.4;7.28;426.52;4.6
CHEMBL3977281;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)CNS(=O)(=O)C)c5ccccn5;EC50;17;7.77;674.01;5.15
CHEMBL4072418;CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;Ki;2.512;8.6;647.55;6.42
CHEMBL4089821;Cc1ccc(NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4)nc1;Ki;0.1259;9.9;613.45;6.77
CHEMBL4085407;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCCC[C@H]4N;IC50;7.1;8.15;619.49;5.82
CHEMBL4089947;CC(C)CCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;0.1995;9.7;579.55;6.04
CHEMBL4063825;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NC4CCC(O)CC4;Ki;0.3981;9.4;620.48;5.85
CHEMBL4085407;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCCC[C@H]4N;Ki;0.3162;9.5;619.49;5.82
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;19.95;7.7;376.58;5.66
CHEMBL2296783;CN(C(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Br)cc3)c4ccccc4;Ki;31.12;7.51;515.24;7.19
CHEMBL476833;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCOCC4;Ki;13.24;7.88;557.22;4.74
CHEMBL3341861;;EC50;3.84;8.42;;
CHEMBL3758817;CCc1c([nH]c2ccc(cc12)N=[N+]=[N-])C(=O)NCCc3ccc(cc3)N4CCCCC4;EC50;28.2;7.55;416.53;5.63
CHEMBL2018780;CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)NN;Ki;30;7.52;416.57;2.59
CHEMBL3759254;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)S(=O)(=O)CCC(F)(F)F;Ki;9.6;8.02;623.91;6.28
CHEMBL3758534;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)C(F)(F)F;Ki;1.9;8.72;559.8;6.09
CHEMBL381689;Cc1ccc(Cn2nc(cc2c3ccc(Cl)c(C)c3)C(=O)NC4C5(C)CCC(C5)C4(C)C)cc1;Ki;0.4;9.4;476.06;6.81
CHEMBL2022363;Fc1ccc(CN2C(=O)C(=Cc3ccccc23)C(=O)NC4CCCCCC4)cc1;Ki;11.6;7.94;392.47;4.64
CHEMBL2022361;Fc1ccc(CN2C(=O)C(=Cc3ccccc23)C(=O)NC4CCCCC4)cc1;Ki;16.5;7.78;378.45;4.25
CHEMBL2063122;CC(=O)NC1CCCOc2c1nn(c3ccccc3Cl)c2c4ccc(Cl)cc4;Ki;0.75;9.12;416.31;5.2
CHEMBL1092169;CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;4.3;8.37;499.35;5.35
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;20;7.7;426.52;4.6
CHEMBL3968595;NS(=O)(=O)NCC1CCC(CNc2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)CC1;Ki;94.5;7.03;560.51;4.8
CHEMBL3260745;CCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccc(cc5)C#N)C1=O;Ki;1.4;8.85;564.96;5.31
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;52.4;7.28;426.52;4.6
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;12;7.92;463.8;5.94
CHEMBL465;CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;Ki;3.88;8.41;314.47;5.74
CHEMBL3943613;NC1(CCC(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;11;7.96;514.46;7.3
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.31;9.51;376.58;5.66
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;50.12;7.3;463.8;5.94
CHEMBL1209668;CC(NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)C(C)(Cc2ccc(Cl)cc2)c3cccc(Br)c3;IC50;25;7.6;583.88;7.38
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;40;7.4;426.52;4.6
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;1.8;8.74;463.8;5.94
CHEMBL2153765;C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)NCC(=O)N;IC50;10;8;601.52;3.12
CHEMBL2206835;CCCCCn1c(C)c(C(=O)c2ccc(Br)c3ccccc23)c4ccccc14;Ki;14;7.85;434.38;7.29
CHEMBL2206859;CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c4ccccc14;Ki;2.3;8.64;375.9;6.87
CHEMBL2022403;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4cccc(O)c4;Ki;52;7.28;472.76;6.77
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.77;9.11;376.58;5.66
CHEMBL2153662;NC(=O)CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;18;7.75;530.44;3.62
CHEMBL2153665;C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;20;7.7;544.46;4.01
CHEMBL2153666;CC(C)(N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;8.5;8.07;558.49;4.4
CHEMBL2153669;CC(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;2;8.7;572.52;4.64
CHEMBL2153670;CC(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;0.5;9.3;572.52;4.64
CHEMBL158138;CN\C(=N/S(=O)(=O)c1ccc(OC)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;100;7;482.99;4.12
CHEMBL2153673;NC(=O)[C@@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C5CCC5;IC50;8.3;8.08;584.53;4.79
CHEMBL158784;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;22;7.66;487.41;4.76
CHEMBL267227;CCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;28.5;7.54;314.47;5.74
CHEMBL3957577;NC(=O)C1(CCC(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;1.79;8.75;542.47;6.87
CHEMBL2296784;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccccc3Br)C(=O)NN4CCOCC4;Ki;11.7;7.93;510.22;4.89
CHEMBL2296774;[O-][N+](=O)c1cccc2c1CCCc3c(nn(c23)c4ccc(Cl)cc4Cl)C(=O)NN5CCCCC5;Ki;100;7;500.39;5.37
CHEMBL3976516;C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)Cn5cnnn5)c6ccccn6;EC50;7;8.15;632.49;4.77
CHEMBL3893586;COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6ccnc6)cc1;EC50;5;8.3;641.56;6.46
CHEMBL3950659;COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6ccnn6)cc1;EC50;4;8.4;642.55;5.85
CHEMBL1354658;FC(F)(F)CCCS(=O)(=O)Oc1cccc(Oc2cccc(c2C#N)C(F)(F)F)c1;Ki;48.3;7.32;453.36;5.42
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;Ki;1.2;8.92;376.58;5.66
CHEMBL3586110;CCCCCc1cc2OC(C)(C)[C@@H]3CCC(=C[C@H]3c2c(O)c1C(=O)O)COC(=O)C;Ki;47;7.33;416.51;4.98
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;25;7.6;463.8;5.94
CHEMBL1088223;C[S+]([O-])c1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;20;7.7;511.86;5.37
CHEMBL3260751;CCN1N=C2N(N(Cc3ccc(cc3)C#N)C(=O)C(=C2c4ccc(Cl)cc4)c5ccc(cc5)C#N)C1=O;Ki;5;8.3;506.95;4.46
CHEMBL428693;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4ccncc4;Ki;56;7.25;457.75;6.46
CHEMBL1834021;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC[C@@H]4CC[C@H](CNS(=O)(=O)C)CC4;Ki;36;7.44;583.97;5.89
CHEMBL2152813;CCCCCN1C=C(C(=O)N[C@H]2[C@]3(C)CCC(C3)C2(C)C)C(=O)c4ccc(Sc5ccccc5)cc14;Ki;2.45;8.61;502.72;7.29
CHEMBL2152821;CCCCCN1C=C(C(=O)NC(C)C)C(=O)c2ccc(Sc3ccccc3)cc12;Ki;20.9;7.68;408.57;5.48
CHEMBL2152803;CCCCCN1C=C(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)C(=O)c4ccc(F)cc14;Ki;4;8.4;412.55;5.28
CHEMBL525528;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(F)cc15;Ki;30.5;7.52;410.53;5.03
CHEMBL2152827;CCCCCN1C=C(C(=O)NOCc2ccccc2)C(=O)c3ccc(Sc4ccccc4)cc13;Ki;12.9;7.89;472.61;6.2
CHEMBL2153648;CCOC(=O)c1ccc(cc1)S(=O)(=O)\N=C(/NC)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;100;7;525.03;4.28
CHEMBL3086844;C\C=C\C=C\C=C\CC\C=C\C=C\C(=O)NCC(C)C;IC50;100;7;273.42;4.34
CHEMBL2153672;CC(C)(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;2;8.7;586.54;5.03
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;EC50;67.61;7.17;555.25;5.89
CHEMBL2153767;C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N[C@@H](CO)C(=O)N;IC50;8;8.1;631.54;2.48
CHEMBL3347369;Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN(C)[C@@H](C)C4;Ki;1.259;8.9;420;4.01
CHEMBL3347374;O=C(Cc1ccccc1)N\N=C\2/C(=O)N(CC3CCCCC3)c4cc(OCCN5CCOCC5)ccc24;EC50;63.1;7.2;504.63;3.39
CHEMBL3957321;Clc1ccc(\C=C\2/CCCc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)NC5CCN(CC5)c6ccccn6)cc1;EC50;34;7.47;592.96;7.5
CHEMBL3958380;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CCCc13)c5ccccn5;EC50;4;8.4;521.42;7.08
CHEMBL217862;C[C@H](NC(=O)C(C)(C)Oc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;2;8.7;421.97;6.03
CHEMBL4095223;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.259;8.9;619.49;6.34
CHEMBL77520;CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1;EC50;9;8.05;376.58;5.66
CHEMBL4065097;CCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;0.28;9.55;551.5;5.4
CHEMBL4105382;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCF)cc3)C(=O)NN4CCCCC4;Ki;0.32;9.49;569.49;5.35
CHEMBL4077214;CC(C)[C@H](NC(=O)c1nn(CCCCCF)c2ccccc12)C(=O)N;EC50;2.1;8.68;348.42;2.42
CHEMBL2180226;CC(C)(C)OC(=O)N1CCC(CC1)Nc2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;23.91;7.62;539.47;6.6
CHEMBL3945371;;EC50;51;7.29;;
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;12.88;7.89;376.58;5.66
CHEMBL4086649;Cc1ccc(cc1Cl)C2=NN(C3CCCC3)C(=O)C(=C2)C(=O)NC45CC6CC(CC(C6)C4)C5;Ki;25;7.6;466.03;5.69
CHEMBL4087520;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCCC4;Ki;0.11;9.96;605.47;5.95
CHEMBL4086535;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.2;8.92;555.43;7.01
CHEMBL4067800;CCCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.3;8.89;565.52;5.79
CHEMBL4068853;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(C)(C)C)cc3)C(=O)NN4CCCCC4;IC50;2.4;8.62;593.58;6.43
CHEMBL4100882;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCC[C@H](O)C4;IC50;1.1;8.96;620.48;5.85
CHEMBL4072418;CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;IC50;83;7.08;647.55;6.42
CHEMBL4093165;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;IC50;0.66;9.18;682.43;7.97
CHEMBL4082908;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCC(O)C4;Ki;0.2512;9.6;621.47;4.92
CHEMBL4102969;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCc4ccccc4)cc3)C(=O)NN5CCCCC5;Ki;6.31;8.2;535.48;6.86
CHEMBL4086535;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;Ki;0.1995;9.7;555.43;7.01
CHEMBL4093165;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;Ki;0.5012;9.3;682.43;7.97
CHEMBL4065097;CCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.995;8.7;551.5;5.4
CHEMBL4100882;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCC[C@H](O)C4;IC50;1.259;8.9;620.48;5.85
CHEMBL4090706;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@H]4O;IC50;1.585;8.8;620.48;5.85
CHEMBL3260739;CN1N=C2N(N(Cc3ccc(cc3)C#N)C(=O)C(=C2c4ccc(Cl)cc4)c5ccncc5)C1=O;Ki;29;7.54;468.9;3.5
