Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
;EC50;31;7.51;;
;EC50;15;7.82;;
;EC50;14;7.85;;
;EC50;17;7.77;;
;EC50;15;7.82;;
CCCn1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5;EC50;45;7.35;407.6;5.22
OC(c1ccc(Cl)cc1)(c2ccc3nccc(\C=C\c4ccccc4)c3c2)c5cccs5;EC50;100.8;7;453.99;7.4
C[C@H](NC(=O)C(C)(C)Nc1cc2ccccc2cn1)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;10.1;8;497.04;6.48
Cl.Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;13;7.89;500.26;5.94
CN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;39.81;7.4;419.98;4.27
OC1CCN(Cc2csc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1;EC50;63.1;7.2;446.02;4.8
CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;1.7;8.77;573.83;7.41
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;4.5;8.35;463.8;5.94
CC(C)(C)c1onc(NC(=O)[C@]2(C)CCCN2c3ccc(cc3)C(F)(F)F)c1;EC50;15;7.82;395.43;4.99
COc1ccc(Br)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;IC50;0.7762;9.11;470.37;4.08
OC1(CCNC(=O)c2cc3cc(ccc3n2Cc4cccc(OC(F)(F)F)c4)C#N)CCC1;IC50;2.63;8.58;457.45;4.49
;EC50;73;7.14;;
COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;IC50;1.175;8.93;475.47;4.22
COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4)C(F)(F)F;IC50;1.318;8.88;457.45;4.09
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;8;8.1;376.58;5.66
Cl.CCN(CC)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(CC)cccc24;EC50;15.85;7.8;448.08;5.6
CCc1cccc2c(cn(CC3CCOCC3)c12)c4nsc(CN5CCCC5)n4;EC50;5.012;8.3;410.59;4.74
COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(n1)C(=O)NCC4CCOCC4;IC50;15;7.82;495.6;3.53
O=C(NCC1CCOCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;IC50;5;8.3;470.53;3.28
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(F)nc4;IC50;1.2;8.92;617.41;6.6
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(cn4)C(F)(F)F;IC50;0.61;9.21;667.42;7.48
FC(F)(F)S(=O)(=O)N1CCC(CC1)NC2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5nccs5;EC50;4.4;8.36;583.06;5.54
Clc1ccc(cc1)C(c2ccc3nccc(\C=C\c4ccccc4)c3c2)c5cccs5;EC50;97.3;7.01;438;8.3
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;51;7.29;463.8;5.94
CCN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;12.59;7.9;434.01;4.66
CC(C)N(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;10;8;448.03;5.05
Cl.CCc1sc(nc1CN(C)CCO)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;6.31;8.2;484.49;4.83
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;0.26;9.59;376.58;5.66
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccc6;EC50;12;7.92;582.04;5.47
C[C@@H](NC(=O)c1nn(c2ccc(cc2Cl)C(F)(F)F)c3\C(=C\c4ccc(Cl)s4)\CCCCc13)c5ccccn5;EC50;8;8.1;591.49;8.41
Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H](C)N(C)[C@@H](C)C4;EC50;25.12;7.6;434.02;4.39
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccn6;EC50;28;7.55;599.48;5.38
;EC50;95;7.02;;
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;EC50;77.5;7.11;314.47;5.74
;EC50;23;7.64;;
;EC50;10;8;;
;EC50;7;8.15;;
;EC50;81;7.09;;
;EC50;11;7.96;;
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)c6nc[nH]n6)cc1;EC50;15;7.82;628.52;5.99
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cn4)\CCCc13)c5ccccn5;EC50;22;7.66;504.42;6.34
C[C@@H](NC(=O)c1nn(c2ccc(cc2Cl)C(F)(F)F)c3\C(=C\c4ccc(Cl)s4)\CCCc13)c5ccccn5;EC50;18;7.75;577.46;8.02
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;4.9;8.31;376.58;5.66
Cc1ccc(cc1)c2cc(C#N)c(OCc3ccc(F)c(F)c3)nc2c4ccc(Cl)cc4Cl;IC50;6.3;8.2;481.33;7.76
CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl;EC50;21;7.68;511.84;7.7
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCF)cc3)C(=O)NN4CCCCC4;IC50;6;8.22;505.42;6.02
CC(C)[C@H](NC(=O)c1nn(Cc2ccc(F)cc2)c3ccccc13)C(=O)N;EC50;2.1;8.68;368.41;2.46
C[C@H](NS(=O)(=O)c1cc(F)cc(F)c1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;5.1;8.29;460.93;5.18
C[C@H](NS(=O)(=O)c1cc(Cl)ccc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;7.4;8.13;493.84;6.21
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCF)cc3)C(=O)NN4CCCCC4;IC50;6.31;8.2;505.42;6.02
CCCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.259;8.9;565.52;5.79
;EC50;29;7.54;;
;EC50;94;7.03;;
Fc1ccc(cc1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;23;7.64;340.79;5.79
O=C(NC12CC3CC(CC(C3)C1)C2)c4cn(CC5CCOCC5)c6ccccc46;EC50;84;7.08;392.54;4.77
;EC50;22;7.66;;
;EC50;39;7.41;;
;EC50;36;7.44;;
FC(F)(F)S(=O)(=O)N1CCC(CC1)NC2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5ccc(Cl)cc5;EC50;1.2;8.92;610.49;6.74
CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;6.5;8.19;517.84;6.62
CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;2.1;8.68;555.89;7.69
Cc1nc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;2;8.7;542.85;6.83
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN(C)[C@@H](C)C4;EC50;25.12;7.6;383.54;4.01
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3)C(=O)NC4CCCCC4;IC50;19;7.72;426.35;6.18
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5;EC50;49;7.31;473.64;3.25
COC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;19;7.72;448.78;7.62
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;4.8;8.32;529.54;7.28
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;36.4;7.44;501.48;6.5
CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;13.8;7.86;515.51;6.75
CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;12.1;7.92;515.51;6.74
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CCCCC4;IC50;32.7;7.49;515.51;6.74
CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;1.7;8.77;505.83;6.48
;EC50;15;7.82;;
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;31.62;7.5;426.52;4.6
;EC50;7;8.15;;
;EC50;52;7.28;;
;EC50;54;7.27;;
;EC50;100;7;;
;EC50;70;7.16;;
Cc1c(cc(c2cc(ccc2Cl)C(F)(F)F)n1CC3CCCCC3)C(=O)N[C@@H]4CCCC[C@H]4O;IC50;9.5;8.02;497;6.75
Fc1cccc(\C=C\C2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5ccsc5)c1;EC50;22;7.66;471.98;7.73
;EC50;99;7;;
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;EC50;70;7.16;555.25;5.89
CCN(CCCC(=O)NCCO)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;30.7;7.51;469.63;3.06
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H](C)N(C)[C@@H](C)C4;EC50;25.12;7.6;397.56;4.39
;EC50;12;7.92;;
Fc1ccc(COc2cc(ncc2Cl)C(=O)N[C@@H](c3cccnc3)C(F)(F)F)cc1;EC50;90.1;7.04;439.8;4.88
;EC50;79;7.1;;
;EC50;36;7.44;;
;EC50;25;7.6;;
;EC50;3;8.52;;
;EC50;63;7.2;;
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.2;8.92;619.49;6.34
;EC50;11;7.96;;
;EC50;25;7.6;;
;EC50;31;7.51;;
;EC50;64;7.19;;
;EC50;36;7.44;;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;1.4;8.85;376.58;5.66
;EC50;27;7.57;;
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;EC50;17;7.77;314.47;5.74
;EC50;20;7.7;;
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;63.1;7.2;463.8;5.94
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(F)nc4;IC50;1.259;8.9;617.41;6.6
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;16;7.8;426.52;4.6
FC(F)(F)c1ccc(\C=C\C2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5cccs5)cc1;EC50;15.1;7.82;521.99;8.61
Clc1ccc(cc1)C(c2ccc3NC(=O)C=C(\C=C\c4ccccc4)c3c2)c5nccs5;EC50;34.6;7.46;454.98;6.99
Cl.Cc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2;EC50;9.1;8.04;439.99;4.45
Cl.Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4[nH]cnc34)CC2)c1Cl;EC50;4.4;8.36;498.84;4.56
;EC50;15;7.82;;
;EC50;8;8.1;;
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;0.5;9.3;490.95;6.44
COc1ccc(Br)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCCCO;IC50;9.333;8.03;442.31;3.44
OC(CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N)(C(F)(F)F)C(F)(F)F;IC50;6.026;8.22;553.38;5.44
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;37;7.43;426.52;4.6
COc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2;EC50;19;7.72;419.53;4.15
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCc4ccccc4)cc3)C(=O)NN5CCCCC5;IC50;19.95;7.7;535.48;6.86
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.259;8.9;555.43;7.01
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@@H]4O;IC50;1.585;8.8;620.48;5.85
Cc1cccc(c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;74;7.13;336.82;5.96
Clc1ccc(NC(=O)Nc2cccc(c2)c3cc(Cl)cc(Cl)c3)cc1;IC50;22;7.66;391.69;6.96
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4;IC50;50;7.3;522.26;7.13
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCC(O)C4;IC50;2.512;8.6;621.47;4.92
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NC4CCC(O)CC4;IC50;3.981;8.4;620.48;5.85
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)CO;EC50;0.6;9.22;386.58;6.22
;EC50;10;8;;
;EC50;15;7.82;;
COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1;EC50;91.4;7.04;360.45;3.07
CNC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C2CC2)c(OCC3CCOCC3)n1;EC50;74.9;7.13;403.52;2.65
FC1(F)CN(C1)C(=O)c2c3CCC(F)(F)Cc3sc2NC(=O)c4ccccc4Cl;EC50;81;7.09;446.85;4.87
Fc1ccc(c(F)c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;18;7.75;358.78;5.93
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;30.02;7.52;376.58;5.66
CCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.8;8.74;551.5;5.4
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6cnnn6)cc1;EC50;6;8.22;643.53;5.25
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccc6;EC50;17;7.77;598.49;5.98
;EC50;19.6;7.71;;
CC(C)(NC(=O)c1nn(Cc2ccc(F)cc2)c3[C@@H]4C[C@@H]4Cc13)c5ccccc5;EC50;0.3;9.52;389.47;4.4
CCCCCn1nc(C(=O)N[C@@H](C(C)C)C(=O)N)c2ccccc12;EC50;2.1;8.68;330.43;2.47
Clc1ccc(NC(=O)Nc2cccc(c2)c3ccc4OCOc4c3)cc1;IC50;70;7.16;366.8;5.38
;IC50;50;7.3;;
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;4.5;8.35;463.8;5.94
Clc1ccc(NC(=O)Nc2cccc(c2)c3ccc(Cl)c(Cl)c3)cc1;IC50;30;7.52;391.69;6.96
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1;9;605.47;5.95
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;IC50;0.631;9.2;682.43;7.97
CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;IC50;79.43;7.1;647.55;6.42
CC(C)[C@H](NC(=O)c1nn(CC2CCCCC2)c3ccccc13)C(=O)N;EC50;2.1;8.68;356.47;2.86
Cc1onc(n1)[C@H](CC2CC2)NC(=O)c3ccc(C4CC4)c(Cc5ccc(F)cc5)n3;EC50;13.6;7.87;420.49;4.65
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(nc4)C(F)(F)F;IC50;2.2;8.66;667.42;7.48
Cc1ccc(NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4)nc1;IC50;1.585;8.8;613.45;6.77
Clc1ccc(NC(=O)Nc2cccc(c2)c3ccccn3)cc1;IC50;47;7.33;323.78;5.05
Clc1ccc(NC(=O)Nc2cccc(c2)c3ccccc3)cc1;IC50;32;7.5;322.8;5.65
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)CNS(=O)(=O)C)c5ccccn5;EC50;17;7.77;674.01;5.15
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;0.11;9.96;463.8;5.94
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCCC[C@H]4N;IC50;7.1;8.15;619.49;5.82
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;19.95;7.7;376.58;5.66
;EC50;3.84;8.42;;
CCc1c([nH]c2ccc(cc12)N=[N+]=[N-])C(=O)NCCc3ccc(cc3)N4CCCCC4;EC50;28.2;7.55;416.53;5.63
CCN(CC)c1ccc(CCNC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1;IC50;79;7.1;369.9;4.64
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;2.28;8.64;376.58;5.66
CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;4.3;8.37;499.35;5.35
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;1.259;8.9;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.31;9.51;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;50.12;7.3;463.8;5.94
CC(NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)C(C)(Cc2ccc(Cl)cc2)c3cccc(Br)c3;IC50;25;7.6;583.88;7.38
CN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5;EC50;16.2;7.79;451.61;3.84
C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)NCC(=O)N;IC50;10;8;601.52;3.12
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.77;9.11;376.58;5.66
NC(=O)CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;18;7.75;530.44;3.62
C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;20;7.7;544.46;4.01
CC(C)(N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;8.5;8.07;558.49;4.4
CC(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;2;8.7;572.52;4.64
CC(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;0.5;9.3;572.52;4.64
CN\C(=N/S(=O)(=O)c1ccc(OC)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;100;7;482.99;4.12
NC(=O)[C@@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C5CCC5;IC50;8.3;8.08;584.53;4.79
CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;22;7.66;487.41;4.76
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)Cn5cnnn5)c6ccccn6;EC50;7;8.15;632.49;4.77
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6ccnc6)cc1;EC50;5;8.3;641.56;6.46
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)Cn6ccnn6)cc1;EC50;4;8.4;642.55;5.85
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;IC50;32.5;7.49;392.89;5.65
CCOC(=O)c1ccc(cc1)S(=O)(=O)\N=C(/NC)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;100;7;525.03;4.28
C\C=C\C=C\C=C\CC\C=C\C=C\C(=O)NCC(C)C;IC50;100;7;273.42;4.34
CC(C)(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;2;8.7;586.54;5.03
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;EC50;67.61;7.17;555.25;5.89
C[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N[C@@H](CO)C(=O)N;IC50;8;8.1;631.54;2.48
O=C(Cc1ccccc1)N\N=C\2/C(=O)N(CC3CCCCC3)c4cc(OCCN5CCOCC5)ccc24;EC50;63.1;7.2;504.63;3.39
Clc1ccc(\C=C\2/CCCc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)NC5CCN(CC5)c6ccccn6)cc1;EC50;34;7.47;592.96;7.5
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CCCc13)c5ccccn5;EC50;4;8.4;521.42;7.08
C[C@H](NC(=O)C(C)(C)Oc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;2;8.7;421.97;6.03
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.259;8.9;619.49;6.34
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;0.28;9.55;376.58;5.66
CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1;EC50;9;8.05;376.58;5.66
CC(C)[C@H](NC(=O)c1nn(CCCCCF)c2ccccc12)C(=O)N;EC50;2.1;8.68;348.42;2.42
;EC50;51;7.29;;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;12.88;7.89;376.58;5.66
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.2;8.92;555.43;7.01
CCCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.3;8.89;565.52;5.79
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(C)(C)C)cc3)C(=O)NN4CCCCC4;IC50;2.4;8.62;593.58;6.43
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCC[C@H](O)C4;IC50;1.1;8.96;620.48;5.85
CN(C)[C@H]1CCCC[C@H]1NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4;IC50;83;7.08;647.55;6.42
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(OC(F)(F)F)cc4;IC50;0.66;9.18;682.43;7.97
CCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.995;8.7;551.5;5.4
