Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3S(=O)(=O)N(C)C)C5CCOCC5;EC50;71;7.15;488.65;2.71
C[C@H](NC(=O)C(C)(C)Oc1cc(ccn1)C(F)(F)F)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;0.77;9.11;543.56;6.01
COc1ccc(C[C@H]([C@H](C)NC(=O)C(C)(C)Oc2ccc(cn2)C(F)(F)F)c3cc(F)cc(c3)C#N)cc1;IC50;0.9;9.05;529.53;5.81
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)Oc3cccc4cccnc34;EC50;12.59;7.9;412.47;2.78
Cc1c2C(=O)N(CCc2n(c1c3ccc4OCOc4c3)c5ccc(Cl)cc5Cl)C6CCCCC6;IC50;12;7.92;497.42;6.82
Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@]5(C)CSCN5C[C@@H]4C;EC50;31.62;7.5;478.1;4.84
COc1cccc(c1)c2c(C)c3C(=O)N(CCc3n2c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;6.8;8.17;483.44;7.1
Cc1cccc(c1)c2c(C)c3C(=O)N(CCc3n2c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;17;7.77;467.44;7.4
Cc1ccccc1n2c3CCN(C4CCCCC4)C(=O)c3c(C)c2c5ccc(F)cc5;IC50;40;7.4;416.54;6.23
C[C@H](NS(=O)(=O)c1cccc(Cl)c1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;10.7;7.97;493.84;6.21
C[C@H](NC(=O)C(C)(C)Oc1cncc(c1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCOCC4)c5ccc(F)cc5F;EC50;4;8.4;477.39;4.53
C\C=C\C=C\C=C\CC\C=C\C(=O)NCC(C)(C)O;IC50;9;8.05;263.38;2.9
C\C=C\C=C\C=C/CC\C=C\C(=O)NCC(C)(O)CO;IC50;41;7.39;279.38;1.87
CC(NC(=O)C(C)(C)Oc1ccc(Cl)cn1)C(Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.318;8.88;457.4;6.08
CC(NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)C(Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.302;9.52;515.96;6.31
Clc1ccc(c(Cl)c1)c2nn(CC(=O)NCc3ccccc3)nc2c4ccc(Cl)cc4Cl;IC50;66.9;7.17;506.22;6.54
CCN(CC)c1nc(nc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(C)(C)C;IC50;2.2;8.66;479.46;7.81
OCCNC(=O)[C@H]1CCCN(Cc2nc(ns2)c3cn(CC4CCS(=O)(=O)CC4)c5c(Cl)cccc35)C1;EC50;19.95;7.7;566.15;2.96
CC(C)CN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;2.3;8.64;556.88;7.51
Clc1ccc(cc1)c2cc(C#N)c(OCc3cccc(Cl)c3)nc2c4ccc(Cl)cc4Cl;IC50;5.8;8.24;500.21;8.48
COC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;1.3;8.89;534.77;8.02
CNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;3.1;8.51;533.79;7.59
CC(=O)NC1=C(C(=O)C)C(=O)N(CC2CCCO2)c3nc(c4ccc(Cl)cc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;5.2;8.28;584.89;7.03
Cc1c2C(=O)N(CCc2n(c1c3cc4ccccc4s3)c5ccc(Cl)cc5Cl)C6CCCCC6;IC50;23;7.64;509.5;8.31
CC(C)(C)C1=Nc2nc(c(cc2C3=NNC(=O)N13)c4ccc(Cl)cc4)c5ccc(cc5Cl)C#N;IC50;1;9;489.37;5.78
CC(C)(C)c1nc2nc(c3ccccc3Cl)c(cc2c4nncn14)c5ccc(Cl)cc5;IC50;8;8.1;448.36;6.61
COc1ccc(cc1)c2ncc(nc2c3ccc(OC)cc3)C(=O)NC4CCCCC4;IC50;16.22;7.79;417.51;4.89
CC1=C(S\C(=N/C(=O)c2cccc(c2Cl)C(F)(F)F)\N1CC3CC3)C(C)(C)C;IC50;19;7.72;430.92;5.98
CCCCCCC(C)(C)c1cc(O)c2C3CC(=O)CCC3C(C)(C)Oc2c1;EC50;3.981;8.4;372.55;6.26
C[C@@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@H](Cc2ccc(Cl)cc2)c3ccc(Cl)cc3;IC50;13;7.89;490.86;7.34
CC(C)(C)C1=Nc2nc(c3ccccc3Cl)c(cc2C4=NNC(=O)N14)c5cccc(Cl)c5;IC50;34;7.47;464.36;5.9
COc1ccc(cc1)c2cc3C4=NNC(=O)N4C(=Nc3nc2c5ccccc5Cl)C(C)(C)C;IC50;3;8.52;459.94;5.26
COc1nc(nc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(C)(C)C;IC50;7.5;8.12;438.36;6.97
CN(C)c1nc(nc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(C)(C)C;IC50;8.5;8.07;451.4;7.03
Fc1ccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)cc1;EC50;50.7;7.29;524.21;6.68
Cc1c(nn(c2ccc(F)cc2F)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4;IC50;62;7.21;489.35;6.1
COc1ccc(cc1)c2ncc(nc2c3ccc(OC)cc3)C(=O)NC4CCCCC4;IC50;8;8.1;417.51;4.89
C[C@H](NC(=O)C(C)(C)Nc1ncc(Cl)cc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;12.2;7.91;515.87;6.64
Clc1ccc(cc1)c2cc(C#N)c(Oc3cccc(Cl)c3)nc2c4ccc(Cl)cc4Cl;IC50;4;8.4;486.19;8.69
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccccc2)c3ccccc3;IC50;33;7.48;421.97;6.03
CC(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(Cc2ccc(Cl)cc2)c3ccccc3;IC50;2.5;8.6;456.41;6.68
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)CO;EC50;40;7.4;386.58;6.22
C[C@H](NS(=O)(=O)c1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;9.7;8.01;424.95;4.9
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCCCC4)N(C)S(=O)(=O)c5cccs5)nc1;EC50;6;8.22;524.71;5.89
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3S(=O)(=O)N(C)C)C5CCCC5;EC50;26;7.58;472.66;3.47
Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;100;7;429.35;5.19
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;6;8.22;463.8;5.94
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;5;8.3;463.8;5.85
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;1.3;8.89;501.75;8.1
Clc1ccc(cc1)c2cc(C(=O)NC3CCCC3)c(OCc4ccccc4)nc2c5ccc(Cl)cc5Cl;IC50;18;7.75;551.9;8.63
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1;IC50;3.1;8.51;483.76;7.97
CCn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCCC4;IC50;4.1;8.39;476.84;7.26
C[C@H](NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;16;7.8;528.29;6.87
Fc1ccc(cc1)c2cc(C#N)c(OCc3ccc(F)c(F)c3)nc2c4ccc(F)cc4F;IC50;66;7.18;452.38;6.56
Clc1ccc(cc1)c2cc(C#N)c(OCc3ccccc3)nc2c4ccc(Cl)cc4Cl;EC50;28;7.55;465.77;7.83
CCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCC3CCCCC3)c4ccc(Cl)cc4Cl;IC50;5.2;8.28;531.91;8.47
Fc1cc(F)cc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)c1;IC50;1.8;8.74;501.75;8.1
COC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCC3CCCCC3)c4ccc(Cl)cc4Cl;IC50;2.9;8.54;504.84;8.12
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(Cl)s4)\CCCc13)c5ccccn5;EC50;37;7.43;543.91;7.66
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CCCCc13)c5ccccn5;EC50;7;8.15;551.91;7.99
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(cc4)C(F)(F)F)\CCCCc13)c5ccccn5;EC50;56;7.25;585.46;8.35
CN(C)NC(=O)c1cc(c2ccc(Cl)cc2)c(nc1Oc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;5.6;8.25;548.8;7.65
CN(C)C1=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc2N(C)C1=O)c4ccc(Cl)cc4Cl;IC50;20;7.7;515.83;6.25
COCCN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;3.7;8.43;558.85;6.5
Fc1ccc(cc1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCCCC4)c5ccc(F)cc5;EC50;72;7.14;439.43;5.4
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;IC50;0.32;9.49;555.25;5.89
CN(C)C1=C(C(=O)C)C(=O)N(C)c2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;96;7.02;500.81;6.5
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NC4CCCc5ccccc45)c(C)c3c2;EC50;72.4;7.14;480.63;5.22
CCN1CCN(CC1)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;31.62;7.5;381.52;3.93
CCN1[C@H](C)CN(C[C@@H]1C)C(=O)c2cn(CC3CCCCC3)c4c(OC)cccc24;EC50;10;8;411.59;4.78
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCC4;IC50;74;7.13;445.39;5.96
Cl.COCCN(C)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;6.31;8.2;470.47;4.92
Cl.CCc1cccc2c(cn(CC3CCCCC3)c12)c4nsc(CN5CCCC5)n4;EC50;3.981;8.4;445.08;5.9
CC(O)C1(CNC(=O)c2cc3cc(ccc3n2Cc4cccc(OC(F)(F)F)c4)C#N)CCCC1;IC50;5.129;8.29;485.51;5.13
CC(C)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1N)c4ccc(Cl)cc4;IC50;1.7;8.77;425.32;6.89
Clc1cccc2c(cn(CC3CCOCC3)c12)c4noc(CN5CCCC5)n4;EC50;100;7;400.91;4.37
CN(C)C(C)(C)C(=O)NC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3;IC50;82.9;7.08;493.82;5.4
CCCCNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccc(F)c(Cl)c4;IC50;3.981;8.4;438.96;6.64
CC(C)(C)c1nc(N)c2cc(c3ccc(Cl)cc3)c(nc2n1)c4ccc(Cl)cc4Cl;IC50;11;7.96;457.79;7.2
CC(C)(C)c1nc(O)c2cc(c3ccc(Cl)cc3)c(nc2n1)c4ccccc4Cl;IC50;7.4;8.13;424.33;6.67
CC(C)(C)c1nc(N2CCNCC2)c3cc(c4ccc(Cl)cc4)c(nc3n1)c5ccccc5Cl;IC50;1.9;8.72;492.45;6.37
CC(C)CNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccc(Cl)s4;IC50;2.512;8.6;426.99;6.42
CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC5(CCCCC5)C(=O)N4;IC50;12.3;7.91;501.85;6.64
CN1C(=NC(=O)C1(C)C)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;IC50;54.7;7.26;461.78;5.81
C[C@H](NC(=O)C(C)(C)Nc1onc(C)c1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;46.1;7.34;450.97;5.23
C[C@H](NC(=O)C(C)(C)Nc1cc(C)on1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;19.5;7.71;450.97;5.23
CC(=O)Nc1c(C(=O)C)c(O)nc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;77;7.11;500.77;6.79
COCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;65.3;7.18;503.46;5.34
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCCc4ccccc4)s3)C(=O)NN5CCCCC5;IC50;6.1;8.21;563.55;7.33
C[C@H](NC(=O)C(C)(C)Oc1ccc(C)cn1)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;0.7;9.15;489.59;5.3
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cn1)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;0.8;9.1;510.01;5.64
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;0.9;9.05;543.56;6.01
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(OCCF)cc2)c3cc(F)cc(c3)C#N;IC50;0.9;9.05;561.55;6.15
CC(=O)NC1=C(C(=O)C)C(=O)N(CCO)c2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;32;7.5;544.82;5.84
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NC4CCCCC4;IC50;100;7;417.34;5.34
CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;IC50;7.9;8.1;527.52;6.74
CC(C)(C)c1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;6.166;8.21;505.88;6.93
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(Br)c3;IC50;0.59;9.23;569.85;7.2
CC(C)(NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(Br)c3;IC50;22;7.66;583.88;7.6
;EC50;58;7.24;;
;EC50;68;7.17;;
;EC50;75;7.12;;
;EC50;24;7.62;;
;EC50;8;8.1;;
;EC50;6;8.22;;
C[C@H]1CN(CCN1C)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;15.85;7.8;381.52;3.93
CS(=O)(=O)NCCCn1c(cc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(N5CCC(F)(F)CC5)C(=O)N;EC50;15;7.82;731.09;5.91
C[C@H](NC(=O)C(C)(C)Nc1cc(ccn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;1.6;8.8;514.98;6.35
;EC50;15;7.82;;
;EC50;10;8;;
;EC50;10;8;;
;EC50;13;7.89;;
CCCCCn1cc(C(=O)c2ccccc2OC)c3ccccc13;EC50;54;7.27;321.42;5.07
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(cn4)C(F)(F)F;IC50;0.631;9.2;667.42;7.48
[O-][N+](=O)c1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;IC50;100;7;403.44;4.9
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)c3ccc4nccc(\C=C\c5ccccc5)c4c3;EC50;52.1;7.28;482.41;8
Clc1ccc(cc1)C(c2ccc(Cl)cc2)c3ccc4nccc(\C=C\c5ccccc5)c4c3;EC50;4.1;8.39;466.41;8.89
Clc1ccc(cc1)c2cc3C(=O)CC4(CCS(=O)(=O)CC4)Oc3nc2c5ccccc5Cl;IC50;15;7.82;488.39;5.64
CC(C)(CO)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;34;7.47;533.88;7.11
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCNCCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6;EC50;33;7.48;914.59;12.02
CN1c2nc(c(cc2C(CC1(C)C)C(=O)NCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;3.7;8.43;504.85;6.14
CC(NS(=O)(=O)Cc1ccccc1)C(Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;20.89;7.68;438.98;5.05
CC(C)(C)C1=Nc2nc(c(cc2C3=NNC(=O)N13)c4ccc(cc4)C#N)c5ccccc5Cl;IC50;5.9;8.23;454.92;5.12
Fc1ccc(Cc2nc(ccc2C3CC3)C(=O)N[C@@H](c4ccccn4)C(F)(F)F)cc1;EC50;91;7.04;429.42;5.12
CCC(CC)(NC(=O)c1ccc(C2CC2)c(Cc3ccc(F)cc3)n1)C(=O)O;EC50;81;7.09;384.45;4.06
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCC4)s3)C(=O)NN5CC6CCCC6C5;IC50;10.5;7.98;553.56;7.13
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCF)cc3)C(=O)NN4CCCCC4;IC50;3.162;8.5;569.49;5.35
CC(C)CCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.259;8.9;579.55;6.04
CN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;7.5;8.12;514.8;6.39
O=C(NCC1CCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;EC50;1.4;8.85;440.51;3.66
O=C(NCC1CCC1)c2ncccc2NC(=O)c3ccnc4ccccc34;IC50;28;7.55;360.42;3.41
FC(F)(F)CCS(=O)(=O)Oc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;EC50;11;7.96;646.65;3.94
OC(=O)Cc1cnc(NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O)s1;IC50;23;7.64;457.6;4.42
C[C@@H]1CN(C[C@H](C)N1CCO)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;6.31;8.2;425.57;3.68
CCN1CCN(CC1)C(=O)c2cn3C(COc4cccc2c34)C5CCCCC5;EC50;31.62;7.5;381.52;3.93
CCN1CCN(CC1)C(=O)c2cn3C(CCc4cccc2c34)C5CCCCC5;EC50;25.12;7.6;379.55;4.49
CC(C)OCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;23.2;7.63;531.51;6.12
;IC50;33;7.48;;
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;5.6;8.25;541.4;6.62
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCc4ccccc4)cc3)C(=O)NN5CCCCC5;IC50;18;7.75;535.48;6.86
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCF)cc3)C(=O)NN4CCCCC4;IC50;3.1;8.51;569.49;5.35
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.1;8.96;605.47;5.95
CC(C)CCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.3;8.89;579.55;6.04
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCC(O)C4;IC50;2.7;8.57;621.47;4.92
Clc1ccc(Cl)c(c1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4;IC50;43;7.37;446.42;5.74
COC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1)C(C)(C)C;EC50;91.9;7.04;360.45;3.07
CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC3CC3)n1)C(=O)OC;EC50;90.6;7.04;360.45;3.21
[O-][N+](=O)c1cccc(c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;27;7.57;367.79;5.56
Clc1ccc(NC(=O)Nc2cccc(c2)c3ccc(Cl)cc3)cc1;IC50;95;7.02;357.24;6.3
CCNC1(CN(C1)c2cnc(c3ccc(cc3)C(F)(F)F)c(n2)c4ccnc(Cl)c4)C(=O)N;IC50;3.07;8.51;476.89;3.53
Cc1ccc(NC(=O)c2nc(c3ccc(Cl)cc3Cl)n(c2C)c4ccc(OS(=O)(=O)CCC(F)(F)F)cc4)nc1;IC50;1.7;8.77;613.45;6.77
C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC3CCC3)c4ccccc14;IC50;7.2;8.14;539.65;3.28
CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(C)(C)C(=O)N4C;IC50;33.8;7.47;475.81;6.06
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)C5=NC(=O)CS5;IC50;10;8;605.58;4.38
CC(C)(C)C(=O)Oc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;8;8.1;606.58;5.31
OCC(F)(F)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;5;8.3;586.5;4.44
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5ccn[nH]5;IC50;0.3;9.52;572.53;4.75
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](CO)CC[C@@H]13)C45CC6CC(CC(C6)C4)C5;EC50;1.29;8.89;396.57;5.52
CC1(C)CCc2sc(NC(=O)c3ccccc3Cl)c(C(=O)NCC4CC4)c12;EC50;16;7.8;402.95;5.02
CC(C)[C@H](N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N[C@@H](C)C(=O)N;IC50;100;7;643.6;4.15
C[C@@H](O)[C@H](N\C(=N\S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;7;8.15;574.49;3.37
NC(=O)[C@H](CO)N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;13;7.89;560.46;2.98
NC(=O)[C@@H](O)CCN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;66;7.18;574.49;3.37
NC(=O)CNC(=O)CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;25;7.6;587.49;2.73
CC1(C)C[C@@H](NC(=O)c2cccc3[nH]ncc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl;IC50;1.3;8.89;577.9;8.28
Clc1ccc(cc1)c2cc3C(=O)CC4(CCSCC4)Oc3nc2c5ccccc5Cl;IC50;4.9;8.31;456.39;6.95
CC(C)(O)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;1.7;8.77;519.86;6.87
CC1(C)C[C@@H](NC(=O)c2ccccc2O)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;4;8.4;553.87;8.11
CC(C)C(=O)c1oc2nc(c3ccc(Cl)cc3Cl)c(cc2c1N)c4ccc(Cl)cc4;IC50;1.9;8.72;459.76;7.54
CC(C)(C)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1N)c4ccc(Cl)cc4;IC50;4.3;8.37;439.34;7.28
Fc1cc2OC(Oc2cc1C(=O)N3CCCCC3)(c4ccccc4)c5ccccc5;EC50;1.2;8.92;403.45;5.12
Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCCCC4)c5ccc(F)cc5F;EC50;2;8.7;475.41;5.68
Fc1ccccc1CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl;IC50;19.3;7.71;524.21;6.68
CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc3ccc(cc3)N(C)C;EC50;50;7.3;369.9;4.42
CCCCCN1N=C(CC1c2ccccc2)C(=O)NC3C4CC5CC(CC3C5)C4;EC50;7.943;8.1;393.58;4.92
Cc1ccc(cc1)c2ncc(nc2c3ccc(C)cc3)C(=O)NN4CCCCC4;IC50;12.02;7.92;386.5;4.56
CC(C)(C)C(=O)Nc1ccc2ncn(Cc3cccc(n3)c4cccc5OCOc45)c2c1;IC50;21;7.68;428.49;4.86
COc1cc(F)ccc1c2cccc(Cn3cnc4ccc(NC(=O)C(C)(C)C)cc34)n2;IC50;73;7.14;432.5;5.28
COc1cc(F)ccc1c2cccc(Cn3ccc4ccc(NC(=O)C(C)(C)C)cc34)c2;IC50;58;7.24;430.52;6.49
C[C@H](O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;13;7.89;511.45;6.75
