idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000284955566,COCc1ccc(OC)c(S(=O)(=O)Nc2ccc3c(c2)NC(=O)CC3)c1,57.096130,2.277975,4.035291,940,26,540,39.625000,10
ZINC000351929023,COCc1ccc(OC)c(S(=O)(=O)N(CCO)CC2CC2)c1,66.831309,2.277944,3.366462,597,19,366,32.992000,9
ZINC000468731173,COc1cc(C(=O)N2CC(=O)N(C3CC3)C2)ccc1OCc1ccc(Cl)cc1,52.700399,2.277793,3.758802,895,27,573,43.119000,11
ZINC000286283786,CNC(=O)CCN(C)C(=O)c1cc(Cl)c(C)cc1Br,53.569201,2.277470,3.477612,505,14,336,30.081000,7
ZINC000264231184,CCCNS(=O)(=O)c1ccc(C=CC(=O)N2CCCN(C(N)=O)CC2)cc1,67.689877,2.277468,4.283243,790,27,480,40.784000,10
ZINC000510375826,CCOC(=O)c1ccc(CNC(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2N(C)C)cc1,114.183655,2.277360,3.605754,1064,26,582,47.940000,13
ZINC000507013155,CCOc1cc(F)ccc1NC(=O)C(=O)NCc1cc(Br)ccc1OC(F)F,94.176787,2.277315,3.500902,864,22,525,39.422000,11
ZINC000376617603,N#Cc1cc(F)c(N2CCC(C(=O)Nc3ccc(NC(N)=O)cc3)CC2)c(F)c1,46.533193,2.277279,3.274105,940,29,603,47.461000,11
ZINC000283709339,O=C(c1cc(Cl)c2ccccc2n1)N1CCC(N2CCCCC2=O)CC1,40.157547,2.277248,4.375033,846,26,555,44.815000,10
ZINC000491372680,CNS(=O)(=O)c1ccc(C)c(NC(=O)C(=O)NCC(C)(C)c2ccc(C)cc2)c1,94.501769,2.276274,3.372135,1012,24,546,43.566000,11
ZINC000006343265,CC(NC(=O)COc1ccccc1[N+](=O)[O-])c1ccc(-c2ccccc2)cc1,78.005763,2.275902,3.039923,955,24,602,46.902000,11
ZINC000351551309,CN(C)Cc1cnc(CNc2ccc(C(=O)N3CCCC3)cc2)s1,74.223160,2.275528,4.425492,674,20,462,35.670000,9
ZINC000524586405,O=C(c1ccccc1S(=O)(=O)N1CCCCC1)N1CCC(N2CCCC2=O)CC1,56.748436,2.275161,4.058795,871,32,561,48.135000,12
ZINC000194928277,CC(=O)N1CCCC(C(=O)NCc2ccc(Oc3ccccc3)cc2)C1,72.253053,2.275045,4.024029,743,23,530,42.728000,10
ZINC000067426087,CCOc1cc(F)ccc1NC(=O)C(=O)NCc1ccccc1-n1ccnc1,94.356209,2.274156,4.033634,973,24,570,38.090000,11
ZINC000409901034,O=C(NCC(F)(F)F)c1ccc(S(=O)(=O)NCCc2cccc3[nH]ccc23)cc1,93.753450,2.273957,3.873888,1106,28,588,48.995000,11
ZINC000473018833,COc1cccc(C=C2CCN(CC(=O)NCc3ccc(OCC(N)=O)cc3)CC2)c1,89.359940,2.273877,4.128441,914,25,588,47.031000,12
ZINC000487017323,CCCC(=O)NCC(=O)Nc1cccnc1SCCC(=O)OC,77.460254,2.273312,2.871049,551,18,375,31.483000,9
ZINC000492721059,O=C(Cn1cc(NC(=O)C(=O)Nc2ccc(NC(=O)C3CC3)cc2)cn1)NC1CCCC1,78.988190,2.273307,4.540833,1005,34,618,47.263000,12
ZINC000013009763,Cc1nn(-c2ccc(Nc3ccc(NC(=O)c4ccccc4Cl)cc3)nn2)c(C)c1C,84.334808,2.273196,3.995335,1232,26,693,52.191000,12
ZINC000542108843,CC(=O)c1ccc(NC(=O)Nc2ccc(N3CCCS3(=O)=O)cc2)cc1Cl,58.102586,2.273124,3.626834,990,29,558,41.160000,11
ZINC000185903700,Cc1oc2ccccc2c1CNC(=O)NCCCCOC(C)C,69.958079,2.273038,4.030538,634,15,399,34.828000,9
ZINC000466593487,Cc1nn(C)c(C)c1CNC(=O)N1CCN(C(=O)c2ccc(Cl)cc2F)CC1,78.429934,2.272832,4.219208,905,25,552,44.620000,11
ZINC000004308315,CCC1(CC)NC(=O)N(CC(=O)Nc2ccc(C)cc2Cl)C1=O,57.319862,2.272402,3.605772,655,21,432,36.201000,9
ZINC000278815017,CN(C)CCCN(CCC#N)C(=O)Nc1ccc(C2CCC2)cc1,60.128664,2.272272,3.907385,557,19,405,39.412000,9
ZINC000441460119,COC(=O)c1ccc(C)c(NC(=O)C(=O)Nc2cccc(-n3ccnn3)c2)c1,87.052838,2.271670,3.402749,1030,27,591,38.636000,11
ZINC000515239080,O=C(Nc1ccc(-n2cccn2)cc1)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2,98.404917,2.271623,3.868342,1434,36,768,52.748000,14
ZINC000263985907,COCCOCCC(=O)Nc1ccc(OC)c(-n2nnnc2C)c1,76.754976,2.271573,3.585947,673,19,432,33.993000,9
ZINC000414874755,Fc1cc(F)c(CNCCN2CCNCC2)cc1F,20.692037,2.271377,3.665854,419,14,342,33.787000,7
ZINC000474135957,COc1cc(S(=O)(=O)NCCN2C(=O)CCCC2=O)ccc1Br,63.454412,2.271243,3.008852,703,25,432,33.770000,9
ZINC000266222779,COCCc1nnc(SCC(=O)Nc2cc(C(=O)OC)ccc2C)n1N,91.506428,2.271237,3.995496,792,22,480,33.893000,10
ZINC000497858063,COc1cc(NC(=O)C(=O)NCCCN2CCC(C)CC2)cc(S(C)(=O)=O)c1,81.959415,2.270998,4.592857,801,25,480,38.450000,11
ZINC000434364974,O=C(CCCCc1nc2ccccc2s1)NCc1nccn1CCc1ccccc1,108.395698,2.270589,4.352781,1053,24,612,43.671000,12
ZINC000479657506,CN(C)C(=O)COc1ccccc1C(=O)NCCc1nc(-c2ccncc2)cs1,100.303168,2.270447,4.310759,972,24,579,41.378000,11
ZINC000524600386,CC(C)CCNC(=O)NC(Cc1ccccc1)C(=O)NCc1ccccc1,82.301779,2.270239,3.762110,702,19,488,44.937000,10
ZINC000492495957,Cc1ccc(C=CC(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)nc1,68.838661,2.270201,3.260437,853,22,468,33.857000,9
ZINC000452432590,NC(=O)c1cccc(CN(C(=O)c2ccc(COC(F)(F)F)cc2)C2CC2)c1,75.334231,2.269958,3.781745,861,24,540,47.210000,11
ZINC000534211149,COc1ccccc1C(=O)CNC(=O)c1ccc(N2NC(=O)CCC2=O)cc1,43.171607,2.269890,3.677599,923,28,579,45.956000,11
ZINC000191508229,COc1ccccc1-c1csc(C2CCN(CCOC(C)C)CC2)n1,50.263260,2.269507,3.967112,663,17,459,37.009000,10
ZINC000378130287,Cc1ccc(-n2cc(C(=O)NCc3nnc(-c4ccccc4)s3)nn2)cc1,75.838592,2.269459,4.060681,1055,26,612,41.297000,11
ZINC000286874812,NS(=O)(=O)CCOCCNC(=O)Nc1ccc(OC(F)F)cc1,72.535029,2.269441,4.846431,595,21,369,31.855000,8
ZINC000122482612,CCc1nc(-c2ccc(C(=O)Nc3nnc(C)s3)cc2)n[nH]1,65.643863,2.269383,4.210855,791,22,492,29.423000,9
ZINC000095979820,Cn1ccc(C(=O)NCc2ccn(-c3ccc(F)cc3)n2)cc1=O,71.461210,2.269299,4.111080,928,23,513,40.259000,9
ZINC000517544678,CS(=O)(=O)c1cc(S(N)(=O)=O)ccc1NCCCS(=O)(=O)c1ccccc1,80.891882,2.269136,3.937242,1125,31,516,39.224000,11
ZINC000128437631,CCOc1cc(Cl)ccc1CNC(=O)C(=O)Nc1ccc2c(c1)CN(C)C2,69.928941,2.268685,4.282478,869,23,543,39.328000,11
ZINC000153927551,CN(CCC1CC1)C(=O)c1cnn(-c2ccc(Br)cc2)c1,61.278418,2.268444,3.712406,631,19,414,35.930000,8
ZINC000353292384,COCCC(C)(C)NC(=O)Nc1ccccc1C(F)(F)F,66.555211,2.268218,2.748241,487,13,342,33.536000,8
ZINC000270458199,CC(C)Oc1cccc(Cn2cnc3c(c2=O)CCCC3)c1,60.262331,2.267897,3.523203,719,18,450,34.244000,9
ZINC000336012020,Cc1noc(C)c1NC(=O)c1c(F)cc(F)cc1F,43.258731,2.267777,2.500999,609,17,405,32.650000,8
ZINC000014180740,CCc1noc(C)c1C(=O)Nc1ncc(Cc2ccccc2)s1,81.333053,2.267603,3.758915,808,20,489,32.004000,9
ZINC000463580152,O=C(c1c(Cl)cccc1I)N1CCOc2ccccc21,44.654056,2.267345,3.192668,654,19,453,31.146000,8
ZINC000020509914,COc1ccc(CNC(=O)c2noc3c2COc2ccc(C)cc2-3)cc1,56.364741,2.266830,3.588149,960,24,594,41.907000,11
ZINC000456967832,CCOc1cccc(CN(CCO)C(=O)c2ccccc2-c2nnc(C)o2)c1,84.919457,2.266385,3.802332,938,21,558,41.467000,11
ZINC000295716817,COc1ccc(OCCC(=O)NC(C)c2ccc([N+](=O)[O-])cc2)cc1,79.875963,2.265936,2.732149,713,21,491,40.697000,9
ZINC000100135817,Cc1ccc(C2=NC(=CNc3ccccc3Br)C(=O)O2)cc1,36.756681,2.265545,2.405932,779,23,495,35.686000,9
ZINC000443456345,O=C1Cc2cc(NS(=O)(=O)c3ccc(Br)c(Cl)c3)ccc2N1,42.113878,2.265408,3.049817,883,26,498,36.183000,9
ZINC000409203530,O=C1SC(=Cc2ccc(Sc3ccc(Cl)cc3)cc2)C(=O)N1c1cccc(Cl)c1,55.003228,2.265340,3.490678,1112,29,660,44.014000,12
ZINC000123472011,CC(CCO)NC(=O)CCC(=O)c1ccccc1,59.987796,2.265290,2.625473,389,14,314,32.256000,7
ZINC000066289199,CN(Cc1cccc(C#N)c1)C(=O)C1CCN(c2nc3ccccc3s2)CC1,76.097345,2.265201,4.206822,997,28,609,43.577000,11
ZINC000466823828,COCCc1ccccc1NC(=O)C(=O)N1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,81.832346,2.265188,3.913424,1031,30,597,43.083000,12
ZINC000003319460,O=[N+]([O-])c1ccc(CON=Cc2ccccc2OC(F)F)cc1,59.980971,2.265114,2.629186,690,20,450,37.859000,9
ZINC000546266783,COc1cc(CNc2ccc(CN3C(=O)CCCC3=O)cc2)ccc1OCC(F)(F)F,75.137397,2.264736,3.437210,913,25,594,46.864000,12
ZINC000004927130,O=C(COC(=O)c1ccccc1-c1nc2ccccc2s1)c1ccc[nH]1,63.834828,2.264404,3.219981,1050,26,606,38.463000,10
ZINC000436078083,Cc1cc(CN(C)C(=O)c2cnn3ccccc23)ccc1F,76.220461,2.264309,3.543773,840,19,480,37.010000,9
ZINC000508336566,Cc1cc(NS(=O)(=O)c2cccc(C(=O)NCCCOc3c(C)cccc3C)c2)no1,101.511336,2.264255,4.307379,1151,27,615,50.602000,12
ZINC000518724005,O=C(NCCN1CCN(C(=O)Nc2cccc(COC3CCCCC3)c2)CC1)c1ccccc1F,108.780075,2.264026,4.162574,987,28,654,56.424000,13
ZINC000342935222,COC(=O)c1ccc2c(c1)CN(c1cc(C#N)ccn1)CC2,44.446630,2.263791,3.408924,764,23,498,36.585000,9
ZINC000490092181,O=C(Nc1ccc(OCC(F)(F)F)cc1)C(=O)NC(CO)CO,65.964277,2.263783,3.345441,529,18,378,34.302000,9
ZINC000486259203,Cc1cc(C(=O)NCCOc2cccc(C(F)(F)F)c2)c(C)n1Cc1ccccn1,103.853999,2.263706,4.284121,1014,22,591,49.781000,12
ZINC000545029784,CN(C)Cc1cc(-c2noc(CSc3ccc(Cl)cc3)n2)ccc1F,60.080116,2.263659,4.114296,851,19,522,36.290000,10
ZINC000271733315,CCOc1cc(C)ccc1NC(=O)NOCC(N)=O,58.112589,2.263110,2.961503,462,15,327,27.708000,7
ZINC000471022004,N#Cc1ccc(OC2CCN(C(=O)CSCC(=O)c3ccc(Cl)cc3)CC2)cc1,77.181669,2.262911,3.899468,885,27,579,44.022000,11
ZINC000183685107,COc1ccccc1CN(CCO)S(=O)(=O)c1ccc(C#N)cc1Cl,78.682757,2.262865,3.236824,893,24,492,38.369000,10
ZINC000171525098,Cc1ocnc1C(=O)N1CCCc2ccccc2C1,44.133128,2.262510,3.009631,603,18,420,28.649000,7
ZINC000011055069,COCCCN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)S(=O)(=O)c1ccc(OC)cc1,111.720184,2.262441,4.131956,1030,26,570,48.558000,13
ZINC000542338178,CNC(=O)c1cccc(NC(=O)C(=O)N(C)CCc2ccccc2O)c1C,80.400761,2.262385,3.915473,864,21,516,39.513000,10
ZINC000271918290,CC(C)N(Cc1cccc(Br)c1)C(=O)NCC(=O)N1CCOCC1,86.817830,2.262206,2.828242,573,19,414,34.861000,9
ZINC000494887574,COCCCN(C)CCNC(=O)c1ccc(Br)c(C(F)(F)F)c1,69.923017,2.262144,3.721090,523,14,363,38.808000,9
ZINC000487189378,CC(C)(C)OC(=O)CCNC(=O)NCC(C)(C)c1cccc(F)c1,84.093039,2.261995,3.086654,579,14,384,38.982000,9
ZINC000125349461,Cc1ccc(CCNC(=O)C(=O)Nc2ccsc2)cn1,73.552383,2.261712,3.393357,578,18,393,26.765000,7
ZINC000378250237,COC(=O)NCc1ccc(NC(=O)N2CCC(C3CCOCC3)CC2)cc1,58.148044,2.261659,3.810069,620,23,483,40.386000,10
ZINC000002782432,CCn1cc(Cl)c(C(=O)N2CCC(C)CC2)n1,41.003443,2.261546,3.320141,407,15,309,28.250000,7
ZINC000064746556,O=C(NC1CCN(Cc2ccccc2)CC1)c1nc(-c2ccc(N3CCCCCC3)cc2)no1,75.413900,2.261535,3.926052,1050,29,699,54.710000,13
ZINC000237797815,NCC1CCN(C(=O)CCCN2C(=O)c3ccc(Br)cc3C2=O)CC1,32.133705,2.260720,3.736592,698,25,486,42.879000,10
ZINC000363891159,CCS(=O)(=O)c1cc(F)ccc1NC(=O)N1CCCOCC1,65.876610,2.260680,3.746770,640,22,408,31.028000,9
ZINC000533795719,CCc1ccc(S(=O)(=O)NCCN2CCN(C(=O)C3CCC3)CC2)cc1CC,79.887173,2.260528,4.482435,782,25,489,43.606000,11
ZINC000542986255,CCOc1ccc(S(=O)(=O)N2CC(n3ccnc3)C2)cc1,50.270898,2.260280,3.168986,689,23,417,31.254000,9
ZINC000485399143,Cc1ccc(-c2nn(Cc3ccccc3)cc2C(=O)Nc2ccc(CS(N)(=O)=O)cc2)cc1C,95.025711,2.260059,4.389319,1426,30,729,52.297000,14
ZINC000057354723,Cc1ccc(COc2cccc3cc(-c4nc(-c5ccc(C)cc5)no4)c(=O)oc23)cc1,60.843123,2.259097,3.847747,1448,28,756,47.504000,13
ZINC000301138165,N#Cc1ccccc1N1CCN(c2cnn(Cc3ccccc3)c(=O)c2Cl)CC1,48.133835,2.258384,3.131767,1098,29,639,48.076000,12
ZINC000123808986,COc1ccc(Br)c(NC(=O)Nc2cccc(-n3ccnn3)c2)c1,83.354286,2.258029,3.485333,851,22,516,34.707000,9
ZINC000340246952,COCCOCC(=O)Nc1nc(C)c(Cc2cccc(F)c2)s1,83.939507,2.257948,4.102607,660,17,423,28.937000,9
ZINC000459877368,CCOc1ccc(OCC)c(NC(=O)C(C)(C)c2ccc3c(c2)OCO3)c1,82.139414,2.257838,3.117315,831,20,531,39.727000,11
ZINC000517189578,COC(=O)CC1CCN(C(=O)c2ccc(COc3cccc(Br)c3)o2)CC1,85.497447,2.257820,3.477690,795,23,516,39.373000,10
,Cc1cc(NC(=O)C2CCN(C(=O)CCc3cccc(F)c3F)CC2)no1,78.739129,2.256893,4.173796,829,24,528,43.929000,10
ZINC000172078201,O=C(NCCc1ccc2c(c1)CCO2)N1CCN(C(=O)c2cccs2)CC1,74.832566,2.256633,4.505789,813,27,552,40.182000,11
ZINC000301780844,CNC(=O)c1cc([N+](=O)[O-])ccc1NC1CCC(O)CC1,48.915525,2.256531,2.980886,539,19,393,38.011000,8
ZINC000268311135,COC(=O)c1cc(NC(=O)NCCNS(=O)(=O)c2ccc(C)cc2)cn1C,91.113513,2.256491,3.014777,919,26,498,39.510000,11
ZINC000125563807,CN(CCCCNC(=O)c1c(F)cc(C#N)cc1F)c1ccccc1,70.648261,2.256414,3.357707,748,20,486,43.920000,10
ZINC000272913167,CC(C)(C)OC(=O)CNC(=O)Cn1nnn(-c2ccccc2)c1=O,69.000687,2.256385,2.761612,773,23,444,36.600000,9
ZINC000481380113,COc1ccc(CNC(=O)CSc2nnc(-c3cccs3)n2Cc2ccco2)cc1,109.675331,2.256181,3.906706,1074,27,624,37.431000,12
ZINC000515232451,Cc1cccc(N2CCN(C(=O)Nc3nc4c(s3)CCC4)CC2)c1C,64.786491,2.255911,4.368589,771,24,531,38.670000,10
ZINC000301605193,Cc1cnc(N2CCN(CC=Cc3ccccc3)CC2)s1,38.015745,2.255452,3.819183,583,18,420,31.635000,8
ZINC000193032126,COCCN(C)CCCNC(=O)NC1CCN(C(C)C)CC1,59.772171,2.255298,4.303967,304,12,282,35.635000,8
ZINC000277683952,Fc1ccc(CNC2CCN(c3cccnn3)CC2)c(Cl)c1,48.547302,2.254743,4.044123,614,18,450,39.366000,8
ZINC000269344639,CCOc1cccc(CCNC(=O)Nc2nc(C)c(C)o2)c1,81.714423,2.254384,3.592026,617,16,411,29.452000,8
ZINC000064840840,CN(CCc1noc(-c2ccccc2Cl)n1)C(=O)c1ccc(C#N)cc1,75.599620,2.253609,4.107300,960,25,567,40.299000,10
ZINC000302948011,CN(C)CCN(CCCc1ccccc1)C(=O)c1cnn(-c2ccc(Br)cc2)c1,83.895510,2.253221,4.207930,906,20,552,47.652000,11
ZINC000000529913,COc1ccccc1C(=O)CSc1nnc(-c2cnccn2)n1C,74.475021,2.253129,3.270159,850,22,516,34.450000,9
ZINC000438480129,O=C(c1c(Cl)cccc1Cl)N1CCN(C(=O)C2(Cc3ccccc3)CC2)CC1,58.128193,2.253061,2.876126,868,26,576,44.262000,12
ZINC000549565405,O=S(=O)(c1ccccc1)N1CCN(c2nnc(C3CC3)n2CCc2ccccc2)CC1,66.106415,2.252785,4.383852,1119,32,645,50.151000,13
ZINC000129818508,CNC(=O)c1cc(C)ccc1NC(=O)CSCc1c(C)noc1C,81.880880,2.252340,3.548275,736,19,459,35.831000,9
ZINC000193027046,O=[N+]([O-])c1ccccc1CCS(=O)(=O)NCc1ccc2ncccc2c1,84.904156,2.252325,3.516781,1050,26,555,42.352000,10
ZINC000357966520,Cn1cc([N+](=O)[O-])c(C(=O)NCc2cccc(NC(N)=O)c2)n1,74.955435,2.251806,3.458770,769,24,462,36.763000,9
ZINC000295822724,CS(=O)(=O)CC1CCC(NC(=O)c2ccc3ccccc3c2O)CC1,51.058095,2.251605,3.642775,883,24,501,42.780000,10
ZINC000010452540,O=C(Cn1cc([N+](=O)[O-])ccc1=O)Nc1ccc(Cl)cc1C(F)(F)F,76.643567,2.251076,2.890779,895,25,501,41.665000,10
ZINC000472966634,COC(=O)c1cc(NC(=O)c2cccnc2SCc2ccc(C(N)=O)cc2)c(C)cc1C,99.941428,2.250615,3.370271,1176,26,666,49.630000,13
ZINC000519608829,O=C(NCc1ncc(-c2ccccc2)o1)N1CC(CO)C1,55.921257,2.250484,4.013418,605,20,420,29.559000,8
ZINC000490030143,CCc1nc(-c2ccccc2NC(=O)COc2ccc(Cl)c(F)c2)n[nH]1,80.093557,2.249938,3.931355,929,22,555,37.407000,10
ZINC000180183915,O=C(Nc1ccccn1)c1coc(-c2ccc(Br)cc2F)n1,62.425626,2.249563,3.648840,820,21,501,32.279000,9
ZINC000217233498,O=C(Cc1ccccc1OC(F)F)NC1CCN(Cc2cccc(C(F)(F)F)c2)CC1,91.653303,2.249528,4.141804,880,23,573,49.621000,12
ZINC000468366812,C=CCCCNC(=O)CCCn1ccc2cc(Cl)ccc21,61.093715,2.249464,3.122222,618,16,378,35.256000,8
ZINC000135192072,Nc1ccnc(CN2CCC(C(=O)Nc3ccc(F)c(Cl)c3)CC2)n1,66.765129,2.249351,4.117145,764,22,510,37.029000,10
ZINC000453594841,COCCOc1cccc(CNC(=O)C(=O)Nc2cncc(Cl)c2C)c1,90.121270,2.249340,3.738935,782,20,489,35.362000,10
ZINC000352573525,Cc1ncc(C(=O)Nc2csc3ccccc23)c(C)n1,56.469040,2.249294,3.585858,794,19,465,30.522000,8
ZINC000113640439,O=C(Nc1ccc(Br)cc1F)C1CCN(S(=O)(=O)Cc2ccc(Cl)cc2Cl)CC1,94.155797,2.248895,3.535235,1028,28,579,45.890000,11
ZINC000265165909,COCCN(CC(=O)N(C)C)C(=O)c1cccc(COc2ccccc2C#N)c1,101.683498,2.248662,3.713860,889,23,537,42.817000,11
ZINC000475808707,COc1ncc(NC(=O)CNS(=O)(=O)c2ccc(C(C)=O)cc2)cc1C(N)=O,85.176693,2.248465,3.918740,1018,29,552,42.135000,11
ZINC000429247523,CC(C)Cn1cc(NC(=O)Nc2cccc(OC3CCCC3)c2)cn1,83.536765,2.248436,4.303532,704,20,465,38.318000,10
ZINC000472988075,CCN(CCCN1CCCC1)C(=O)c1cc(NC(C)=O)ccc1NS(C)(=O)=O,90.299589,2.248333,4.514349,804,25,474,44.141000,11
ZINC000071747967,CSc1ccc(-c2nc(CN3CCC(C(N)=O)CC3)c(C)o2)cc1,56.773011,2.247690,3.873450,703,20,477,31.640000,9
ZINC000448830538,COc1ccccc1N1CCC(NC(=O)C2(Cc3cccc(Cl)c3)CC2)CC1,69.984332,2.247417,3.721245,842,23,555,46.793000,11
ZINC000530588174,CCc1ccc(O)c(NC(=O)c2ccc(OCc3cc(C)on3)c(Br)c2)c1,98.832070,2.246878,3.877935,968,21,564,42.572000,11
ZINC000263879042,CCN(Cc1cnn(C)c1)C(=O)CNc1cc(Cl)ccc1OC,87.932024,2.246286,3.701205,671,17,420,35.912000,9
ZINC000340613056,O=C(CSCCCCCF)Nc1ccc2c(c1)OCO2,48.260082,2.246130,3.511596,456,16,351,28.229000,8
ZINC000113881241,Cc1cc(C)cc(N(CC(=O)O)S(=O)(=O)c2ccccc2[N+](=O)[O-])c1,59.542985,2.246083,2.304294,919,25,504,41.636000,10
ZINC000503362177,O=C(NCc1ccnc(Oc2ccc(F)cc2)c1)c1ccn(-c2cccc(Cl)c2)n1,98.223463,2.246067,4.412021,1177,26,666,48.266000,12
ZINC000430979989,COc1nc2ccc(NS(=O)(=O)c3ccc(C(=O)NCC(=O)O)cc3)cc2s1,72.272409,2.245931,4.347213,1139,31,591,41.573000,11
ZINC000269121688,Cc1cccc(NC(=O)CSCC(=O)NCc2cncnc2N)c1,76.979760,2.245803,3.910530,723,20,462,32.979000,9
ZINC000446439970,CN(C)CCN(Cc1ccco1)C(=O)COc1ccc(F)cc1Br,85.927073,2.245801,3.677511,661,17,429,34.737000,9
ZINC000374688619,CS(=O)(=O)c1ccc2c(c1)CCN(C(=O)Cc1ccco1)CC2,62.270821,2.245213,3.895617,809,24,480,33.553000,9
ZINC000008713022,COc1ccc(NC(=O)COC(=O)c2ccccc2SCc2c(C)noc2C)cc1Cl,111.074990,2.244930,3.090445,1079,25,624,44.301000,12
ZINC000542518921,COCc1c(C(=O)Nc2ccc(C)cc2C(=O)O)sc2cccc(F)c12,60.687169,2.244589,3.371509,1012,23,561,41.237000,11
ZINC000273470677,CCN1CCN(Cc2ccc([N+](=O)[O-])cc2C)CC1=O,38.997841,2.244066,3.437785,530,18,381,30.678000,8
,COc1ccc(NS(=O)(=O)Cc2ccc(NC(=O)c3c(C)cc(C)[nH]c3=O)cc2)cc1,88.983559,2.243711,3.660232,1247,29,645,48.459000,12
ZINC000043148751,Cc1ccc([N+](=O)[O-])cc1NC(=O)N1CCN(c2cccc(F)c2C#N)CC1,72.733990,2.243699,3.221605,964,29,594,46.091000,11
ZINC000546486074,O=C(CCc1nc(CCc2ccco2)no1)c1ccc(Cl)cc1,74.630747,2.242811,3.121941,763,20,480,33.440000,9
ZINC000302138630,Cc1ccc2nccc(N3CCC(C(=O)N4CCC(C(N)=O)CC4)CC3)c2c1,47.737673,2.242450,3.877906,881,26,576,48.084000,11
ZINC000171680121,CCCN(CC(=O)NCC1(c2ccccc2)CC1)C1CC1,57.046113,2.242207,3.395250,477,17,363,38.257000,9
ZINC000488829862,CCCN1CCC(CNC(=O)Nc2cc(CS(C)(=O)=O)ccc2OC)CC1,88.272389,2.242133,4.437421,728,22,450,38.778000,10
ZINC000122709626,COC(=O)c1ccc(CS(=O)(=O)Cc2coc(-c3ccc(F)cc3)n2)cc1,78.638295,2.242072,3.550186,1040,26,567,35.702000,11
ZINC000430105387,CN(C)C(=O)c1cccc(NC(=O)CSc2nccnc2N)c1,77.663884,2.242028,3.617367,720,20,456,33.836000,9
ZINC000360366472,NC(=O)C1(CNC(=O)c2ccc(OCC3CC3)cc2)CCCC1,61.300842,2.241780,3.423494,572,21,423,41.012000,9
ZINC000279073890,COCCN(Cc1ccccn1)C(=O)Cc1cc(OC)c(O)c(OC)c1,85.720158,2.241711,3.716054,696,17,471,36.791000,10
ZINC000479100432,O=C(NCc1cccnc1Oc1cccc(F)c1)c1cnc(-c2ccccc2)s1,95.003584,2.241613,4.408860,1131,25,651,43.101000,11
ZINC000177997019,CC(=O)Nc1nc2ccc(NC(=O)c3cncc(OC(C)C)c3)cc2s1,86.072343,2.240928,4.030132,967,24,549,37.854000,10
ZINC000009586286,O=C(Cc1ccc2c(c1)OCCO2)Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,87.438070,2.240133,3.608224,1053,32,627,43.016000,12
ZINC000461665494,CCCNc1ccc(C#N)cc1NC(=O)c1ccc(Cn2ccnc2)cc1,88.387910,2.239735,4.002018,939,24,564,41.943000,10
ZINC000337545807,Cc1noc(CN2CCN(C(=O)Cc3ccccc3[N+](=O)[O-])CC2)n1,73.194800,2.239352,3.186353,767,25,504,35.409000,10
ZINC000272890723,CC(C)Cn1cc(C(=O)N(C)c2ccc3ccccc3c2)cn1,72.680319,2.238595,4.000905,835,18,480,38.850000,9
ZINC000524896766,Cc1ccc(CN(C(=O)Nc2cc(NC(=O)C(C)(C)C)ccc2C)C2CC2)cc1C,99.688252,2.238503,3.694856,955,21,567,47.794000,12
ZINC000268707979,COCCOc1ccc(CNC(=O)Cn2cc([N+](=O)[O-])cc(C)c2=O)cc1,81.114273,2.238476,3.861565,860,23,501,41.183000,10
ZINC000268362895,COCCOCCN(Cc1ccccc1)C(=O)Cc1c(C)noc1C,89.627372,2.238430,2.917843,635,16,432,36.762000,10
ZINC000538442323,COc1ccc(CNC(=O)CNC(=O)c2cccc([N+](=O)[O-])c2N2CCOCC2)cc1,76.572690,2.238272,3.099037,941,28,603,48.952000,12
ZINC000542688998,CN1CCN(C(=O)c2cc(NC(=O)NCc3cccc(Cl)c3Cl)ccn2)CC1,87.471944,2.238231,4.599790,869,25,558,42.945000,11
ZINC000484960991,CC(C)CCOc1cccc(NC(=O)C(=O)NCC(=O)N2Cc3ccccc3C2)c1,85.135782,2.237890,4.878763,901,25,573,44.263000,12
ZINC000268846723,CNS(=O)(=O)c1csc(C(=O)Nc2cc(OC)c(OC)cc2OC)c1,71.417110,2.237633,3.395058,876,24,477,33.156000,10
ZINC000302153560,Cc1cncc(N(C)Cc2cccc(Cl)c2)n1,56.740497,2.237469,3.377512,513,12,354,28.375000,6
ZINC000285471888,COc1ccc(CN2CCOc3cc(O)ccc3C2)cn1,40.802296,2.237467,3.688431,613,17,450,30.322000,8
ZINC000065724360,CCn1c(SCCCCC(N)=O)nc2ccc(Br)cc2c1=O,67.366610,2.237228,4.026200,745,19,420,32.858000,9
ZINC000133638655,Cc1cc(C)c(NC(=O)c2cc(C(C)C)on2)c(C)c1,56.387408,2.237211,2.799565,618,14,399,33.311000,8
ZINC000477056923,COc1cccc(-c2cc(NC(=O)c3ccc(F)c(NS(C)(=O)=O)c3)n(C)n2)c1,90.259540,2.236982,3.781083,1174,28,603,45.062000,12
