idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000415184358,CNCc1ccc(NC(=O)C(=O)N2CCCN(CCOC)C(=O)C2)cc1,47.610620,2.319771,4.864305,632,22,456,34.981000,10
ZINC000135403566,CCOCCCN1CCC(N2CCCNC2=O)CC1,14.658611,2.319592,4.019517,277,15,291,31.772000,7
ZINC000538893170,Cc1ccc2ncnc(Sc3n[nH]c(-c4ccccc4)n3)c2c1,55.104665,2.319561,3.808378,965,22,570,32.459000,9
ZINC000511017920,Ic1ccc(OCCNC2CCN(c3nccs3)CC2)cc1,59.117891,2.319478,3.849015,553,18,423,34.291000,8
ZINC000441826430,Cc1cc(NC(=O)C(=O)NCCOc2ccc(S(C)(=O)=O)cc2)c2cccnc2c1C,93.181931,2.319469,4.248495,1237,29,639,44.024000,12
ZINC000296653260,CCCCOCCNC(=O)C(=O)Nc1cc(C)cnc1OCC,72.507209,2.319223,3.591679,520,15,363,31.623000,9
ZINC000278173555,O=C(NCC1CCN(C2CC2)CC1)c1ccc2[nH]cnc2c1,52.646963,2.319062,4.096627,668,23,459,37.839000,9
ZINC000124731426,CCS(=O)(=O)NCCCNC(=O)Nc1ccncc1F,70.066950,2.318893,3.499878,550,19,333,29.962000,7
ZINC000513537854,COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2CNC2CCC(O)CC2)c1,56.500909,2.318616,3.721791,963,22,603,49.629000,12
ZINC000277685228,CCNC(=O)CSc1nnc(-c2cccc(S(=O)(=O)N(CC)CC)c2)o1,85.968854,2.318314,4.288285,847,24,471,34.098000,10
ZINC000043341274,COc1ncccc1CNC(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,92.008902,2.318218,3.930805,854,24,561,45.012000,11
ZINC000179842448,COC(=O)CCc1ccc(NC(=O)NC2(C)Cc3ccccc3C2)cc1,62.952874,2.317836,3.237910,774,21,519,40.871000,10
ZINC000301189399,CCc1cc(Oc2cccc([N+](=O)[O-])c2)nc(-c2ccncc2)n1,67.903123,2.317664,3.593920,868,21,537,36.238000,9
ZINC000523359071,O=C(c1ccc(NC2CC2)nc1)N1CCc2c(Br)cccc2C1,61.667275,2.317506,4.091474,740,23,507,39.631000,9
ZINC000542469382,CCS(=O)(=O)c1ccc(N2CCC(NC3CC(c4ccc(Cl)cc4)C3)CC2)cc1,48.430684,2.317337,4.267185,914,26,567,50.185000,12
ZINC000539547278,CCCCOc1cccc(CNC(=O)c2cnc3scc(C)n3c2=O)c1,87.596861,2.317245,4.323763,977,23,525,37.895000,10
ZINC000343550791,CC(C)(C)OC(=O)CCCN1CCN(Cc2ncc[nH]2)CC1,59.043670,2.317237,3.203761,445,16,363,29.158000,8
ZINC000551923407,O=C(Cc1csc(NC(=O)c2ccccc2)n1)NCc1ccncc1C(F)(F)F,95.577009,2.317126,4.118366,1005,26,594,44.063000,11
ZINC000466731400,COc1ccc(CN2CCCN(C(=O)c3cc(N(C)C)nc4ccccc34)CC2=O)cc1,83.235186,2.316961,4.046306,1127,27,672,47.597000,13
,Cc1[nH]c(=O)c(C(=O)Nc2ccc(S(=O)(=O)NCC3CC3)cc2)cc1Br,70.625049,2.316845,3.842604,995,29,531,43.075000,10
ZINC000367835269,COc1ccc(C(=O)N2CCCC2)cc1NC(=O)c1cc(Cn2cccn2)on1,100.506222,2.316818,4.196785,1005,29,603,43.621000,11
ZINC000290294363,COc1cc(C)ccc1CNC(=O)C(=O)N1CCN(CC(F)F)CC1,69.334274,2.315815,3.540768,617,20,435,35.672000,10
ZINC000514003431,CCN(CC(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1cnn(C)c1,87.170579,2.315570,4.291264,940,24,618,50.957000,13
ZINC000265590041,CN(C)CC=CC(=O)N(C)CCOc1ccc(Br)cc1,44.129993,2.315495,2.914273,443,13,321,29.826000,7
ZINC000491272624,CCn1nnnc1-c1cccc(NC(=O)C(=O)NCc2ccc(-c3ccncc3)cc2)c1,83.632672,2.315360,4.527622,1220,29,696,47.098000,12
ZINC000048441487,CCOc1c(Cl)cc(C=CC(=O)NOC)cc1OC,49.235018,2.315224,2.802624,473,14,327,27.201000,7
ZINC000076698339,C=CCn1c(C)cc(C(=O)COc2cccc(C(=O)N(C)CC)c2)c1C,81.470141,2.315223,3.608510,820,19,477,41.512000,10
ZINC000298595760,Cc1cccc(CN(C)C(=O)CS(=O)(=O)C2CCCC2)c1,68.771560,2.315093,3.230503,603,19,372,32.255000,8
ZINC000278223529,COc1cc(SC)ccc1NC(=O)c1cc2c(C)nn(C)c2nc1C,73.029979,2.314816,3.727536,965,21,537,37.732000,10
ZINC000299522192,CCCCN(C)c1ccc(C(=O)N2CCC(N3CCNC3=O)CC2)cc1,42.616985,2.314721,4.489590,623,22,468,44.369000,10
,Cc1c[nH]c(CN2CCN(c3ccc(Cl)cc3)CC2)c(C)c1=O,35.705925,2.314653,3.839763,730,19,477,36.810000,9
ZINC000129343778,CS(=O)(=O)Cc1ccccc1NC(=O)c1c(F)cc(C#N)cc1F,68.855099,2.314570,2.816625,927,26,507,37.061000,9
ZINC000273810270,COc1cc(-c2nc(CCCOC(C)C)no2)cc(OC)c1OC,52.927317,2.313866,3.443771,629,15,426,31.921000,9
ZINC000484185510,COC(=O)CN1CCN(C(=O)Nc2ccc(Sc3nc(C)cs3)cc2)CC1,85.541898,2.313604,3.877647,786,25,522,34.124000,10
ZINC000486353459,CCc1c(C(=O)Nc2ccc(C)c(S(N)(=O)=O)c2)nnn1Cc1ccc(F)cc1,87.977727,2.313432,3.878107,1157,28,603,44.380000,12
ZINC000511268036,CN(Cc1ccccc1F)C(=O)Nc1ncc(Cc2ccc(C#N)cc2)s1,99.303728,2.313361,3.770030,978,25,576,36.500000,10
ZINC000433578169,CCOc1nccc(C)c1C(=O)Nc1ccc(N2CCOCC2)nc1,63.812415,2.313351,3.767846,727,21,504,39.767000,10
ZINC000372618066,CCCc1noc(CN2CCC(c3nc(-c4ccccc4)no3)CC2)n1,55.804597,2.313177,4.400996,821,23,540,37.184000,10
ZINC000455293173,CCC=CCNC(=O)N1CCC(CN(C)Cc2ccccc2)CC1,43.402724,2.313101,3.757496,506,16,390,39.477000,9
ZINC000476843564,CCN(CCCNC(=O)NCCCn1cc(Br)cn1)c1ccccc1,85.808872,2.313088,3.755568,631,17,420,40.656000,9
ZINC000520031798,NS(=O)(=O)c1c(NCc2ccc(NC(=O)c3ccco3)cc2)cccc1[N+](=O)[O-],82.118037,2.313017,3.423686,1141,31,612,44.899000,12
ZINC000552120588,NC(=O)CCCCC(=O)NCC1CCN(CC(F)F)CC1,47.258575,2.312572,4.668946,332,15,291,36.159000,8
ZINC000114692505,O=C(c1c(F)cc(F)cc1F)C1CCN(C(=O)CC2CC2)CC1,46.508041,2.312527,3.063265,611,22,444,41.405000,9
ZINC000234435551,CNC(C)CNC(=O)c1cccc(F)c1,44.126509,2.312525,2.989157,341,12,278,28.513000,6
ZINC000361618464,NCc1cc(C(=O)Nc2nc(-c3ccco3)cs2)ccn1,54.484610,2.312270,3.826437,751,21,465,28.491000,8
ZINC000191603996,CCn1cc([N+](=O)[O-])c(C(=O)N2CCCc3ccccc3C2)n1,55.637484,2.312269,3.197400,753,23,486,39.079000,9
ZINC000459878056,COc1ccccc1CCN(C)C(=O)C(=O)N1CCN(Cc2ccccn2)CC1,81.705343,2.311737,4.693848,819,23,546,38.262000,11
ZINC000157662876,Cc1cc(C)c(Br)c(C(=O)N(C)C(C)C)c1,40.502281,2.311715,2.438008,412,9,285,26.809000,6
ZINC000262089775,CCOCCOCC(=O)N(CCC(=O)O)C(C)C,34.816605,2.311148,2.546633,254,10,216,26.705000,6
ZINC000558005821,Cc1ccc(C(C)C)c(OC(C)C(=O)Nc2ccc(C(=O)O)cc2)c1,59.460433,2.311079,3.364627,765,19,497,42.055000,10
ZINC000447019186,CN(CCN(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1Br)c1ccccc1,68.905802,2.311062,2.867257,858,23,480,40.052000,10
ZINC000041537208,O=C(c1ccc(Br)cc1)N1CCC(N2CCCC2)C1,41.926620,2.310893,3.382728,453,20,392,34.529000,7
ZINC000497961641,CCS(=O)(=O)NCCCNC(=O)C(=O)Nc1ccccc1OC(F)F,83.658642,2.310767,3.965888,697,23,405,34.587000,9
ZINC000000662072,COc1ccc(-c2ccc(C#N)c(SCC(=O)NCc3ccco3)n2)cc1OC,84.724307,2.310152,3.633896,1028,26,603,39.808000,11
ZINC000516052818,COC(=O)c1ccc(CN(C)C(=O)C(=O)Nc2cc3c(cc2Cl)OCCO3)cc1,79.118041,2.310126,3.544058,944,27,591,37.731000,11
ZINC000509508058,CCCN(CC)Cc1ccc(C(=O)Nc2cnc3c(c2)c(=O)n(C)c(=O)n3C)cc1,80.323297,2.309580,4.993573,1178,26,594,46.523000,12
ZINC000241719956,COc1ccc2c(c1)OCCN(C(=O)c1occc1C)C2,47.847086,2.309577,3.568554,662,19,450,30.286000,8
ZINC000524003169,COc1cc(C(=O)NCCn2cc(C)cn2)ccc1Oc1ccc(Cl)cc1[N+](=O)[O-],96.634169,2.309209,3.224465,1082,26,612,47.555000,12
ZINC000498193095,Cn1ccc(CNC(=O)CNC(=O)c2sc3ccccc3c2Cl)n1,77.877588,2.309188,3.856337,902,24,504,37.999000,10
ZINC000119244344,COc1cc([N+](=O)[O-])ccc1OCc1nc(C(F)(F)F)cs1,70.271927,2.308886,2.802781,687,20,435,32.192000,9
,COC(=O)CN1CCN(C(=O)CCCc2ccc3[nH]c(=O)[nH]c3c2)CC1,69.458050,2.308657,4.138089,833,26,507,36.837000,10
ZINC000125818517,COC(=O)C1(C(=O)Nc2cccc(COCC3CC3)c2)CC1,62.476466,2.308349,3.121608,575,21,402,33.803000,9
ZINC000289356360,CCC(CC)N(CC)CC(=O)Nc1cc(S(N)(=O)=O)ccc1C,67.709339,2.308034,3.565645,639,17,369,35.892000,9
ZINC000161128768,CCCCN1CCc2ccc(NC(=O)C(=O)NC3CCN(CC)CC3)cc21,64.476513,2.307936,4.712834,668,22,483,42.512000,11
,CN(C)CC(=O)N1CCN(C(=O)c2ccc3c(c2)[nH]c(=O)n3C)CC1,49.669207,2.307919,4.101778,858,26,498,36.617000,10
ZINC000444533793,Cc1ccc(S(=O)(=O)N2CCN(CC(=O)NCc3ccc4c(n3)CCCC4)CC2)cc1,80.840635,2.307157,4.085053,1029,30,624,50.565000,12
ZINC000519322796,CCCN(C)c1ccc(C(=O)Nc2cc(C)nn2C(C)(C)C)cc1,76.918802,2.307055,3.792837,695,15,435,41.378000,10
ZINC000448139243,C=CCCCNC(=O)NCC1CCN(CCO)CC1,37.495437,2.306662,3.554786,263,13,255,31.665000,7
ZINC000542746221,Cc1ccc(C)c(SCc2cccc(C(=O)NCc3ccno3)c2)c1,85.790766,2.306453,3.432640,859,19,522,39.298000,10
ZINC000492695971,CCN(CC)CCNC(=O)c1cccc(NC(=O)C(=O)Nc2cnn(C)c2C)c1,81.799287,2.306400,4.671535,872,23,516,43.448000,11
ZINC000282879919,CN(C)Cc1c(C(=O)NCCOC(=O)C2CC2)oc2ccccc12,61.625143,2.306329,3.564087,746,22,456,37.357000,10
ZINC000556840514,CCn1ccc(CNC(=O)NCCc2cccc3cccnc23)n1,79.586348,2.306227,3.896664,821,20,489,37.813000,9
ZINC000008546895,CCOC(=O)c1oc2ccccc2c1COC(=O)c1cnn(C)c1,70.098466,2.306152,3.377125,893,23,501,34.692000,10
ZINC000436648341,CCC(=O)c1ccc(O)c(NC(=O)c2ccc(-c3ncon3)cc2)c1,59.182244,2.305890,3.432548,902,23,546,38.989000,10
ZINC000294104001,CC(C)ONC(=O)Cc1ccc(OC(F)F)cc1,43.441367,2.305788,2.752883,379,12,294,28.393000,7
ZINC000456947622,COc1ccc(Cl)cc1NCCC(=O)N1CC(S(C)(=O)=O)C1,65.522759,2.305465,3.610395,656,22,393,32.652000,9
ZINC000115429661,O=C(c1occc1COc1ccccc1)N1CCN(Cc2nc3ccccc3s2)CC1,93.980646,2.305416,4.255531,1130,29,678,41.237000,12
ZINC000487497837,COc1ccc(-c2ncc(C(=O)N(C)c3ccc(S(=O)(=O)N(C)C)cc3)s2)cc1,83.370285,2.305244,3.950261,1105,27,594,40.235000,12
ZINC000552124476,COC(=O)CC1CCN(C(=O)c2cnc(-c3ccccc3F)s2)CC1,59.654742,2.304903,3.732415,769,23,498,36.669000,10
ZINC000338638154,O=C(Nc1ccc(C(F)(F)F)cc1)c1nccn2ccnc12,62.222805,2.304894,2.946763,823,22,489,35.321000,9
ZINC000186177970,CNC(=O)C1CN(C(=O)c2cccc(CSc3nccn3C)c2)C1,78.615174,2.304699,3.794544,752,23,471,34.020000,9
ZINC000247477698,O=C(NCc1ccc(OCC(F)(F)F)cc1)c1occc1CSc1ccccc1,96.542168,2.304256,3.978346,924,22,570,43.958000,11
ZINC000179498235,Cc1cccc(C(=O)NS(=O)(=O)CC2CCCCC2)c1Cl,51.061458,2.303863,3.217657,621,20,387,35.903000,8
ZINC000538074212,COc1cccc2c1CCCCN2C(=O)c1cnc(Oc2ccccc2)cn1,69.058484,2.303490,3.662118,958,24,621,43.906000,11
ZINC000014271324,COc1ccc(C=CC(=O)NC(=S)Nc2cc(C(F)(F)F)ccc2N2CCCC2)cc1,85.752930,2.303440,3.896153,968,27,600,51.181000,12
ZINC000159970641,CC(C)(C)OC(=O)c1ccc(CN2CCn3cnnc3C2)cc1,53.527642,2.303329,3.382355,685,20,462,33.269000,9
ZINC000178847698,CCCn1nccc1NC(=O)C(=O)NCCN1CCCC1,68.725520,2.303109,3.682569,479,19,351,29.911000,8
ZINC000470915666,C=C(C)CN(CC(=O)NCC(=O)c1cccs1)Cc1ccccc1,68.008778,2.302538,2.890758,680,19,438,37.165000,9
ZINC000269762397,NC(=O)COCCNS(=O)(=O)c1cccc(C(=O)NCC(F)(F)F)c1,82.283730,2.301887,4.045029,721,24,417,39.843000,10
ZINC000493122970,O=C(C=CCOc1ccccc1)Nc1cccnc1-n1cccn1,57.877539,2.300910,3.293608,814,22,504,36.914000,9
ZINC000542937785,COc1cc(NC(=O)c2nc(-c3cccc(C(F)(F)F)c3)oc2C)cc(OC)c1OC,76.829665,2.300868,3.934014,1083,24,630,44.524000,12
ZINC000281274040,CN(C)C(=O)CNC(=O)C(=O)NC1CC(c2ccccc2F)C1,42.526573,2.300766,3.653721,612,21,411,34.577000,9
ZINC000536248173,COc1ccc(S(=O)(=O)N2CC(NS(=O)(=O)CC3CCCCC3)C2)cc1,64.189390,2.300737,3.635659,809,29,468,41.640000,11
ZINC000513665885,CC(C)C1CCC(NC2CCN(c3ccc(C#N)cc3)CC2)CC1,38.026641,2.300678,3.096886,541,19,441,45.020000,9
ZINC000072406466,COc1ccc(-c2cc(C(=O)Nc3nnc(CC(C)C)s3)n(C)n2)cc1,80.939117,2.300588,4.049206,898,22,528,38.120000,10
ZINC000436983047,O=C(c1cc(Br)cc(Cl)c1O)N1CCN(Cc2nc3ccccc3[nH]2)CC1,77.939612,2.300225,3.764251,965,26,600,38.897000,11
,COc1ccc(-c2noc(CCC(=O)Nc3nc(-c4ccccc4)nn3C)n2)cc1,79.684255,2.300022,4.408214,1135,27,651,42.145000,12
ZINC000471639908,CCN(CC)S(=O)(=O)c1cc(C)c(C)c(NC(=O)CCc2cccc(N(C)C)c2)c1,101.975497,2.299929,4.256655,996,21,537,46.608000,12
ZINC000454125791,Cc1ccccc1NC(=O)C(=O)N(Cc1cnn(C)c1)CC(C)C,83.366743,2.299663,3.708796,721,18,438,35.050000,9
ZINC000303100496,O=C(CNS(=O)(=O)c1ccc(Cl)s1)N1CCN(Cc2ccncc2)CC1,80.873193,2.299273,4.231204,849,28,507,36.036000,10
ZINC000279768907,COc1cc(C)cc(NC(=O)C(=O)NC2CCN(Cc3ccccn3)CC2)c1C,85.111412,2.299006,3.995632,861,23,561,40.548000,11
ZINC000465658758,CC(C)C1CCN(C(=O)NCCc2ccc(Cl)s2)CC1,64.378865,2.298834,3.770571,438,15,336,31.728000,8
ZINC000498427969,CC(C)(C)Oc1cc(F)ccc1NC(=O)C(=O)NCCc1cccc([N+](=O)[O-])c1,95.835752,2.298367,2.929565,924,23,549,43.548000,11
ZINC000008733797,O=C(Nc1ccc2nc(N3CCOCC3)sc2c1)c1cccc(CN2CCCC2=O)c1,86.928193,2.298271,4.952499,1122,32,675,44.474000,12
ZINC000375073110,COc1cccc(C(NCc2ccccc2)c2ccccn2)c1,74.882451,2.298208,2.716063,728,17,503,37.623000,9
ZINC000263844265,O=C(NCc1ccc(N2CCOCC2)nc1)NCc1ccc2c(c1)OCCCO2,64.426279,2.298207,4.286008,821,26,591,43.470000,11
ZINC000001178148,COc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)NC(=O)NC2=O)cc1,40.514453,2.297303,3.466724,1109,32,660,46.164000,12
ZINC000518422333,CCOc1ccc(CN(C(=O)c2cncnc2C)c2ccc(OC)c(Cl)c2)cc1,94.853601,2.297045,3.891038,992,21,594,43.643000,11
ZINC000130788070,Cc1cc(C(=O)N2CCN(Cc3cccc(O)c3)CC2)[nH]n1,62.754555,2.296989,3.546994,659,20,456,33.425000,9
ZINC000521473364,CCCCCNC(=O)C1CCN(C(=O)c2ccc(OCc3cc(C)on3)c(Br)c2)CC1,104.577575,2.296753,4.092087,890,24,564,49.915000,12
ZINC000190237121,CC(C)=CCNS(=O)(=O)c1cnc(-c2ccccc2)nc1,43.589167,2.296223,3.068792,719,20,423,31.910000,8
ZINC000377574189,CCNC(=O)NC(=O)CN(C)C1CCN(CC(=O)N2CCCC2)CC1,62.779152,2.296111,4.432800,470,22,387,37.902000,9
ZINC000175922443,CCOc1ccc(S(=O)(=O)Nc2ccc3oc(COC)nc3c2)c(C)c1,87.221597,2.295651,4.162469,1027,24,537,35.678000,10
ZINC000352506627,CC(C)COCCC(=O)NCc1ncccc1O,60.741728,2.295646,3.110141,380,11,288,28.338000,7
ZINC000272904848,O=C(CN1CCC(CCCO)CC1)Nc1nc(-c2ccco2)cs1,69.117401,2.295136,4.001402,633,21,444,34.293000,9
ZINC000359285628,COc1c(CNC(=O)c2cc(C)cc(Cl)c2)c(C)nn1C,67.250664,2.293712,3.811977,659,16,414,34.192000,8
ZINC000489471410,CCOc1cccc(-c2cccc(NC(=O)CCn3cnc4c(C)cccc4c3=O)n2)c1,87.442219,2.293542,4.773537,1330,27,693,49.073000,13
ZINC000410408936,Cc1noc(C)c1CCNC(=O)C(=O)Nc1ccc(S(=O)(=O)N(C)Cc2ccccc2)cc1,111.071788,2.293514,4.156975,1201,30,648,47.197000,13
ZINC000030254066,CN1CCN(c2ccc(C(F)(F)F)cc2NC(=O)CCc2nc(-c3ccccc3)no2)CC1,89.426663,2.292429,4.778286,1092,28,669,53.049000,13
ZINC000102201623,CN(Cc1nccn1C)C(=O)c1ccc2nccnc2c1,67.985274,2.292293,3.739002,795,20,465,32.749000,8
ZINC000182618656,Cc1nn(-c2ccccc2)cc1CNC(=O)NCCN(C)C1CCCC1,70.100710,2.292109,4.085927,706,20,474,43.241000,10
ZINC000070938010,Brc1csc(CNCC=Cc2ccccc2)c1,42.511637,2.291892,2.689858,475,13,333,26.516000,6
ZINC000298511664,COC(=O)C1CCN(CCCNC(=O)c2cc(SC)ccc2[N+](=O)[O-])CC1,77.573648,2.291178,3.300564,689,23,471,42.275000,10
ZINC000294381761,Cc1ccc(CCC(=O)NCC(=O)Nc2nnc(C3CCOCC3)s2)cc1,73.652030,2.290705,3.975385,769,24,516,39.534000,10
ZINC000413218014,CC(C)C(=O)NCCN(C)c1cc(OCc2ccccc2)ncn1,80.061427,2.290591,2.611802,646,16,435,35.970000,9
ZINC000020235054,Cc1ccc(CSCCNC(=O)CN(c2cc(C)ccc2C)S(=O)(=O)c2ccc(C)cc2)cc1,107.428354,2.290591,3.480850,1221,25,657,52.875000,14
ZINC000427225111,COc1cc(CNC(=O)c2cccc3ncn(C)c23)ccc1C#N,64.431740,2.290453,3.443180,953,24,534,37.210000,10
ZINC000485305040,Cc1ccc2c(c1)CN(C(=O)C(=O)Nc1cc(F)ccc1OC(C)C)C2,65.392093,2.290412,3.552524,864,22,534,38.841000,10
ZINC000509104421,COC(=O)c1cc(Br)ccc1NS(=O)(=O)c1cccc2c1OCO2,67.709978,2.290181,2.588154,912,27,519,33.974000,10
ZINC000354882536,O=C(Nc1cc(F)ccc1Oc1ccccc1)C(=O)NC1(CO)CC1,60.102217,2.289615,3.144384,790,23,504,37.031000,10
ZINC000349000641,COc1ccc(-c2nc3cnccc3[nH]2)c(Br)c1,32.952399,2.289578,2.841845,675,17,435,25.755000,7
ZINC000291287966,CN(CCCOCc1ccccc1)C(=O)C(=O)Nc1ccc(C#N)c(F)c1,87.427224,2.289201,3.198793,834,23,516,38.276000,10
ZINC000189655576,CCOC(C)(C)CNC(=O)c1cccc(Cl)c1Cl,49.739778,2.289144,2.392247,432,11,306,29.808000,7
ZINC000495466685,CCCCNS(=O)(=O)c1cccc(NC(=O)CCCN2C(=O)CNC2=O)c1,74.963615,2.288763,4.212496,793,28,474,40.956000,10
ZINC000502667941,CCCCN(C)S(=O)(=O)c1ccc(NC(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)cc1,83.760066,2.288432,4.703641,1259,30,603,45.719000,13
ZINC000025436634,CCOc1ccc(C(=O)OC(C)C(=O)N2CCN(Cc3ccccc3)CC2)cc1,85.054720,2.288358,2.855521,799,24,563,43.382000,11
ZINC000152139124,Cc1ccc(OCC(=O)NCC(N)c2ccccc2)c(C)c1,62.726896,2.288335,3.339581,626,16,437,37.342000,8
ZINC000426191817,COC(=O)c1cccc(NC(=O)C(=O)NCCC(N)=O)c1Br,56.855457,2.288230,3.022756,617,21,396,28.634000,8
ZINC000089484013,COc1ccccc1-c1nnc(CNc2ccc3c(c2)C(=O)CCC3)o1,60.615886,2.287991,3.428553,948,24,585,39.563000,10
ZINC000225781779,CCCOc1ccc(NC(=O)C2(c3ccc(OC)cc3)CCOCC2)c2ccccc12,70.625853,2.287782,3.139921,1038,23,636,49.265000,13
ZINC000195206100,CN(C)c1ccc(C(=O)Nc2cc3c(cc2Br)CCC3)cn1,64.031201,2.286800,3.618538,710,19,474,37.631000,9
ZINC000499522421,O=C(c1cccc(Cn2ccnc2)c1)N1CC(OCc2cccc3ccccc23)C1,89.855697,2.286370,4.116365,1158,27,663,44.634000,12
ZINC000077411841,COc1cc(C#N)ccc1OCCSCCOc1cccc(C#N)c1,67.547597,2.286228,2.722062,780,22,492,36.250000,9
ZINC000014200989,Cc1nc(C)c(CCC(=O)N2CCN(CCc3ccccc3)CC2)c(=O)[nH]1,76.433068,2.285599,4.156706,823,22,525,40.702000,10
ZINC000510187942,CCCOCc1ccccc1CNC(=O)CSc1nc2ccccc2c(=O)n1C1CC1,83.266299,2.285507,4.093424,1124,27,615,47.099000,13
ZINC000495741670,Cc1noc(C)c1CC(=O)Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,80.136992,2.285376,3.490988,927,25,543,36.568000,10
ZINC000090144276,CC(C)N(Cc1ccccc1)C(=O)CSCC(F)(F)F,70.960555,2.285239,2.377018,420,12,315,30.718000,7
ZINC000368483176,COCc1ccsc1C(=O)NCC1CC(c2ccccc2)C1,50.646551,2.284917,3.115011,617,18,423,36.070000,9
ZINC000378383966,O=C(CN(Cc1ccncc1)C1CC1)N1CCC(C(=O)N2CCCCC2)CC1,72.073653,2.284845,4.087840,662,26,510,46.463000,11
ZINC000284106115,CC(=O)N1CCc2ccc(S(=O)(=O)NCCCCOC(C)C)cc2CC1,74.469764,2.284781,4.211057,716,21,444,42.683000,10
ZINC000518241694,N#Cc1cccc(Oc2ccc(NC(=O)CNS(=O)(=O)c3ccc(Br)s3)cc2)c1,102.399006,2.284575,3.939896,1168,32,618,41.414000,11
ZINC000123561550,CCn1c(SCCN(C)C)nnc1-c1ccccn1,48.822418,2.284518,3.454804,509,14,354,26.742000,7
ZINC000501381391,Cc1ccc(-n2[nH]c(C(=O)NCCc3ccc(Oc4ccc(F)cc4)cc3)cc2=O)cc1,78.676977,2.284281,4.070760,1257,27,693,52.244000,13
ZINC000186118374,CNC(=O)C1CN(C(=O)CC=Cc2ccc(C)cc2)C1,38.803441,2.284081,3.015827,513,18,366,31.429000,8
ZINC000469033560,O=C(Cc1csc(-c2cccnc2)n1)Nc1ccccc1Oc1cc(F)cc(F)c1,97.792371,2.283940,4.084751,1161,26,672,43.214000,12
ZINC000493886588,CCOC(=O)c1cnc(C)c(NC(=O)NCCc2ccc3c(c2)OCCO3)c1,85.814678,2.283282,3.985757,868,24,558,40.422000,11
ZINC000434438144,Cc1csc(-c2cccc(NC(=O)C(=O)Nc3ccc(N4CCCCC4)nc3)c2)n1,77.139051,2.283187,4.565726,1041,28,639,42.444000,12
ZINC000265657365,CCN(CC)C(=O)CN1CCN(C(=O)c2ccc(OC)nn2)CC1,69.362186,2.282241,3.723530,551,20,417,35.232000,9
ZINC000460837395,Cc1cc(Oc2ncccn2)ccc1NS(=O)(=O)CCOc1ccc(F)cc1,86.425774,2.281408,3.808407,1028,25,579,41.119000,11
,Cc1cnc2c(C)cccc2c1NCc1cccc(OCC(=O)N(C)C)c1,80.214515,2.280905,4.226825,966,19,558,43.348000,11
ZINC000453781290,COc1cc(OC)c(NC(=O)C(=O)NCCCC2CCOCC2)cc1Cl,69.142832,2.280898,3.565801,632,20,447,36.200000,10
ZINC000422233681,COc1cc(NCCNC(=O)NC2CCC(N(C)C)CC2)cc(OC)c1,60.820602,2.280661,3.714121,549,17,423,41.577000,10
,Cc1ccc(CC(=O)N2CCN(C(=O)Nc3noc(C)c3C)CC2)cc1,57.864647,2.280642,3.220362,789,23,516,39.423000,10
ZINC000410415393,CCNC(=O)COc1ccc(CNC(=O)N(C)Cc2nc3ccccc3s2)cc1OC,115.014566,2.280569,4.353584,1019,25,597,41.414000,12
ZINC000438713568,CNC(=O)Cn1ccc2ccc(NC(=O)NCCCCCC(=O)OC)cc21,91.692646,2.280136,4.486523,800,22,471,39.886000,11
ZINC000434840706,CCc1csc(NC(=O)C(=O)NCCc2cc(F)cc(F)c2)n1,72.759704,2.280066,3.731173,698,20,444,29.991000,9
ZINC000473350216,COC(=O)Cc1ccc(NC(=O)C(=O)NCCc2cn(C)c3cc(F)ccc23)cc1,88.475515,2.279702,4.323189,1089,26,603,43.138000,12
ZINC000188228550,CCc1c(C(=O)N(C)c2cc(OC)cc(OC)c2)cnn1-c1ccccc1,70.364143,2.279591,3.424171,912,20,549,41.111000,11
ZINC000409795838,O=C(Nc1ccc(CC(=O)N2CCCc3ccccc32)cc1)c1cn2ccccc2n1,89.322998,2.279312,3.892222,1227,30,711,48.419000,12
ZINC000431241952,CCC1CCCCN1C(=O)c1ccc(OC)c(Cl)c1,55.468903,2.279290,3.273200,461,16,368,32.928000,7
ZINC000530317095,COc1cc(NC(=O)c2cnc(C3CC3)s2)c(C)cc1C,60.132733,2.279028,3.682498,689,19,435,32.027000,8
ZINC000465749986,Cc1ccc(C(C)(C)CN(C)C(=O)NCCc2ccc([N+](=O)[O-])cc2)cc1,86.145949,2.278963,3.445061,783,18,498,44.823000,10
ZINC000513794446,COC(=O)c1cc(C)ccc1S(=O)(=O)NCc1ccc(N2CCOCC2)nc1,80.302734,2.278289,3.518449,938,27,555,42.439000,11
ZINC000019801353,Brc1cc(-c2ccccc2)c(CN2CCOCC2)s1,32.966368,2.278206,3.402408,534,16,396,25.670000,7
ZINC000438659498,CN(C(=O)Nc1ccc(F)cc1OC(F)F)C1CCN(C(=O)c2ccccc2)CC1,86.315619,2.277999,4.418857,887,25,573,46.787000,12
